,ID,NAME,CATEGORY,ADDRESS_2,ADDRESS_1,LNG,LAT,REVIEW_COUNT,STAR_MEAN
218,1267940986,HOTEL SERIES 2.8,모텔,본리동 386-3,대구 달서구 본리동,128.5358015,35.8407252,22,4.5
219,33963633,최양모텔,모텔,본리동 429-3,대구 달서구 본리동,128.5341768,35.8415495,38,4.12
220,1637030761,달서별빛캠프,"캠핑,야영장",송현동 산56,대구 달서구 송현동,128.5570421,35.8232437,28,4.13
221,36803061,루시모텔,모텔,본동 739-2,대구 달서구 본동,128.5358543,35.8368634,10,4.05
222,1008965005,부띠끄호텔 5월,모텔,본리동 428-3,대구 달서구 본리동,128.5342881,35.8410001,10,4.3
223,141996963,올레모텔,모텔,본동 739,대구 달서구 본동,128.535388,35.836882,14,4.18
224,34778981,펀호텔,모텔,본리동 375-2,대구 달서구 본리동,128.537888,35.841149,27,4.19
225,11622403,앞산공원,근린공원,대명9동 산227-1,대구 남구 대명9동,128.5871391,35.8266379,26,4.27
226,21057316,테크닉모텔,모텔,본리동 428-1,대구 달서구 본리동,128.5341125,35.8408821,27,4.85
227,1175928445,HOTEL 로랑,모텔,상인동 325-20,대구 달서구 상인동,128.5321602,35.8157456,43,3.77
228,1475971594,하하하,호텔,상인동 1473,대구 달서구 상인동,128.5398001,35.8131831,128,4.52
229,38724082,미성온천,"온천,스파",대천동 441-1 미성온천,대구 달서구 대천동,128.5175265,35.8177208,347,4.3
230,16271019,동아여관,여관,진천동 119-2,대구 달서구 진천동,128.5308552,35.8158518,18,4.17
231,13559431,화원식염온천,"온천,스파",본리리 10,대구 달성군 화원읍,128.5068936,35.8053487,89,4.55
232,1361348218,플라이코,체험여행,진천동 595-28,대구 달서구 진천동,128.5228899,35.8143077,99,4.28
233,1272690506,베네치아모텔,모텔,상인동 325-17,대구 달서구 상인동,128.5320069,35.8159964,27,4.19
234,1180671619,지프모텔,모텔,구라리 1735-14,대구 달성군 화원읍,128.5106944,35.8089379,10,3.75
235,12751557,수목원생활온천,"온천,스파",진천동 446,대구 달서구 진천동,128.52262,35.8082314,687,4.4
236,1885027900,엘리시아호텔,호텔,대곡동 1089,대구 달서구 대곡동,128.5334659,35.8010492,62,4.45
237,1195651896,필모텔,모텔,상인동 321-20,대구 달서구 상인동,128.531788,35.8162556,22,4.3
238,37749965,호텔드포레,호텔,냉천리 27-9,대구 달성군 가창면,128.635313,35.788117,12,4.92
239,16159256,올레모텔,모텔,두산동 777-2,대구 수성구 두산동,128.6231313,35.8247153,20,3.88
240,860285034,수성스테이,호텔,두산동 744-10,대구 수성구 두산동,128.6246066,35.8245824,32,4.25
241,1319553728,호텔 도도,모텔,두산동 740-4,대구 수성구 두산동,128.6253804,35.8257327,36,4.4
242,37161051,오렌지모텔,모텔,두산동 745,대구 수성구 두산동,128.6244129,35.8243588,24,4.1
243,1073109183,더썸모텔,모텔,두산동 745-5,대구 수성구 두산동,128.6247788,35.8237404,20,3.77
244,32721627,스파밸리온천,"온천,스파",냉천리 27-9,대구 달성군 가창면,128.635415,35.7880879,33,4.47
