,ID,NAME,CATEGORY,ADDRESS_2,ADDRESS_1,LNG,LAT,REVIEW_COUNT,STAR_MEAN
245,1646809804,스위트호텔,호텔,금호동 813,대구 북구 금호동,128.5189497,35.894901,13,4.15
246,36391684,뷰모텔,모텔,이곡동 1200-5,대구 달서구 이곡동,128.5058304,35.8542961,22,4.16
247,36538680,탑호텔,호텔,이곡동 1246-7,대구 달서구 이곡동,128.5083533,35.8544885,12,4.21
248,37798082,AW호텔,호텔,이곡2동 1198-6,대구 달서구 이곡2동,128.5066714,35.8545178,71,4.39
249,34786551,유니드호텔,호텔,이곡동 1200-3,대구 달서구 이곡동,128.506113,35.854565,20,4.33
250,1853555486,브라운도트 호텔 대구성서점,0,호산동 712-17,대구 달서구 호산동,128.4888361,35.8410287,44,4.3
251,1558251098,호텔야자 대구성서점,모텔,호산동 711-1,대구 달서구 호산동,128.4900881,35.8406695,14,4.61
252,33907060,터치모텔,모텔,호산동 713-3,대구 달서구 호산동,128.489075,35.8418375,18,4.17
253,34818094,뷰모텔,모텔,호산동 714-4 대구 성서 뷰,대구 달서구 호산동,128.489675,35.842232,13,4.08
254,1041653498,CF 모텔 성서점,모텔,호산동 708-4,대구 달서구 호산동,128.487178,35.8429909,25,4.48
255,16288623,젠모텔,모텔,호산동 708-10,대구 달서구 호산동,128.4873,35.842924,31,3.47
256,1655200391,호텔리츠,모텔,호산동 718-6,대구 달서구 호산동,128.4909033,35.8404908,29,4.31
257,31405633,에이치호텔,모텔,호산동 714-8,대구 달서구 호산동,128.488913,35.842199,10,4.25
258,1585983413,HOTEL 2월,모텔,호산동 719,대구 달서구 호산동,128.4912079,35.8417401,21,4.36
259,1540527161,로그인모텔,모텔,호림동 15-7,대구 달서구 호림동,128.489884,35.8354699,26,4.33
260,517842241,제이비프리미엄호텔,호텔,호림동 15-5,대구 달서구 호림동,128.48956,35.8354828,39,4.46
261,1304880879,GG모텔,모텔,호산동 720-3,대구 달서구 호산동,128.4910047,35.8398809,30,3.95
262,33907181,오월모텔,모텔,호림동 19-13,대구 달서구 호림동,128.4906,35.838224,25,4.38
263,33890108,썸타임모텔,모텔,호산동 713-2,대구 달서구 호산동,128.4887675,35.8418238,23,4.67
264,1916270989,크림모텔,모텔,호산동 720-5,대구 달서구 호산동,128.4905955,35.8401391,24,4.48
265,1679208873,그리고,모텔,호산동 711-6,대구 달서구 호산동,128.489536,35.8399342,35,4.57
266,35861761,까르디움모텔,모텔,호산동 711-3,대구 달서구 호산동,128.4901001,35.8402127,15,3.9
267,33906980,프렌치호텔,모텔,호산동 711-7,대구 달서구 호산동,128.489162,35.839932,31,4.71
268,11618123,대구복합스포츠타운대구실내빙상장,아이스링크,고성동3가 2,대구 북구 고성동3가,128.5861745,35.883114,126,4.61
269,20455968,가창시크릿가든,펜션,우록리 90-4,대구 달성군 가창면,128.6507348,35.7230743,81,4.75
270,1559902802,가창글램핑장,"캠핑,야영장",단산리 423-8,대구 달성군 가창면,128.6631043,35.7715252,11,4.5
271,38233789,가창농원 글램핑 오토캠핑장,"캠핑,야영장",삼산리 128,대구 달성군 가창면,128.6786311,35.726544,271,4.57
272,887316471,비즈니스호텔 K,호텔,신기동 13-2,대구 동구 신기동,128.7068788,35.8720385,52,4.21
273,1783904982,화이트모텔,모텔,용계동 702-49,대구 동구 용계동,128.6890943,35.8743887,22,4.36
274,72279062,인스타관광호텔,호텔,상매동 506-7,대구 동구 상매동,128.7058839,35.8887377,42,4.13
275,482998523,돈쥬앙모텔,모텔,동호동 116-4,대구 동구 동호동,128.7134288,35.8716096,38,4.42
276,1665103623,앙코르호텔,호텔,상매동 505-9,대구 동구 상매동,128.7057111,35.8875983,121,4.43
277,1193074422,아마레호텔,호텔,상매동 506-2,대구 동구 상매동,128.7062887,35.8883736,45,4.51
278,1269115299,방촌시장협동조합,"특산물,관광민예품",방촌동 1067-2,대구 동구 방촌동,128.66446,35.8813467,17,4.18
279,1473749997,아우룸호텔,호텔,대구 동구 상매동 505-3,대구 동구 상매동,128.7070317,35.8886949,25,4.2
280,516080756,이노밸리호텔,호텔,상매동 505-6,대구 동구 상매동,128.7065779,35.8879492,15,4.03
281,33626567,엠비엘모텔,모텔,호림동 19-14,대구 달서구 호림동,128.4909001,35.8384877,30,4.13
282,1676557804,호텔김,모텔,호림동 11-15,대구 달서구 호림동,128.4888848,35.8386515,17,4.15
283,1721903346,화원유원지 워터파크,워터파크,성산리 310,대구 달성군 화원읍,128.4821611,35.8132447,63,3.94
284,13470590,메르디앙모텔,모텔,호림동 18-15,대구 달서구 호림동,128.490613,35.836399,17,3.88
285,1144347365,웨이브모텔,모텔,호림동  14-6,대구 달서구 호림동,128.4894393,35.8358302,56,3.91
286,20527207,노리모텔,모텔,호산동 711-2,대구 달서구 호산동,128.4901251,35.840471,24,4.29
287,13192731,힐링모텔,모텔,호림동 10-11,대구 달서구 호림동,128.489162,35.839182,16,4.25
288,1381706381,오리전기차,테마파크,성산리 274,대구 달성군 화원읍,128.4786737,35.8110978,387,4.42
289,1231112068,호텔리움,모텔,기세리 119-2,대구 달성군 옥포읍,128.4735011,35.7906799,10,4.15
290,37341904,한훤당고택 by soga,기타숙박업,지리 1143 한훤당고택,대구 달성군 현풍읍,128.4271585,35.6714925,522,4.53
291,1890681668,알토모텔,모텔,금포리 1552-2,대구 달성군 논공읍,128.4229753,35.7739119,27,4.15
292,36874000,참살이농장,"관람,체험",기세리 969-78,대구 달성군 옥포읍,128.4761054,35.7842853,12,4.46
293,37769149,비슬산자연휴양림숲속캠핑장,"캠핑,야영장",대구 달성군 유가읍 용리 15-1,대구 달성군 유가읍,128.5093267,35.6917355,56,4.53
294,1170073197,비즈니스 호텔 유럽,모텔,남리 571-2,대구 달성군 논공읍,128.4481729,35.7267363,21,4.4
295,1486507221,호텔아젤리아,호스텔,용리 31-2,대구 달성군 유가읍,128.5061047,35.6922176,148,4.53
296,1451723298,뉴욕모텔,모텔,북리 824-2,대구 달성군 논공읍,128.4454,35.72861,26,4.1
297,38011032,호텔더디종,호텔,중리 496-1,대구 달성군 현풍읍,128.4561718,35.6918501,88,4.38
298,1068883008,엘레강스모텔,모텔,성하리 255-2,대구 달성군 현풍읍,128.4405326,35.7017913,28,4.04
299,518659731,칸호텔,호텔,내리 841-6,대구 달성군 구지면,128.4218159,35.6423609,65,4.53
300,44756013,HOTEL G,호텔,내리 841-7,대구 달성군 구지면,128.4221954,35.6422755,14,4.57
301,37867891,달성군낙동강레포츠밸리,"캠핑,야영장",오설리 756,대구 달성군 구지면,128.3712259,35.6722516,87,4.39
302,1815068555,첼로모텔,모텔,성하리 247-2,대구 달성군 현풍읍,128.4419388,35.6995604,35,3.91
303,37942041,히든모텔,모텔,유곡리 837-1,대구 달성군 유가읍,128.4497417,35.6703075,32,4.19
304,292922077,홍시모텔,모텔,성하리 238-5,대구 달성군 현풍읍,128.441836,35.6999871,38,3.95
305,1374327030,다올모텔,모텔,응암리 1276-1,대구 달성군 구지면,128.419161,35.6494392,38,4.16
306,33251325,현풍백년도깨비시장,시장,원교리 12-5,대구 달성군 현풍읍,128.4422211,35.6947739,10,4.0
307,38232633,비즈니스호텔 유럽,호텔,하산리 1054-3,대구 달성군 하빈면,128.3974702,35.8800491,18,4.03
308,19631887,물소리펜션,펜션,음리 59,대구 달성군 유가읍,128.4860035,35.6992201,49,5.0
309,20005907,은서민박식당,펜션,용리 88-2,대구 달성군 유가읍,128.501301,35.6894581,16,4.84
310,20491818,비슬산자연휴양림관리사무소,"휴양림,산림욕장",대구 달성군 유가읍 용리 10,대구 달성군 유가읍,128.5080089,35.6921251,57,4.04
