field_1,wkt_geom,field_1_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"227",Point (128.61923609999999485 35.85948940000000107),"381","366657218",#0d0887,"3968430.874","465621.8019","3","128.6192361","35.8594894",,,POINT (465621.80192088376 3968430.874149051)
"228",Point (128.623907800000012 35.85853629999999725),"382","3729583079",#0d0887,"3968323.531","466043.1932","3","128.6239078","35.8585363",,,POINT (466043.1932051721 3968323.531193863)
"229",Point (128.62245939999999678 35.85790910000000054),"383","3729583078",#0d0887,"3968254.471","465912.1502","3","128.6224594","35.8579091",,,POINT (465912.15020354616 3968254.470534353)
"230",Point (128.61870550000000435 35.85425639999999703),"386","7105477691",#0d0887,"3967850.654","465571.6326","4","128.6187055","35.8542564",,,POINT (465571.6326314994 3967850.6543879556)
"231",Point (128.61869150000001127 35.85411520000000252),"387","366657216",#0d0887,"3967834.998","465570.3075","4","128.6186915","35.8541152",,,POINT (465570.30747059046 3967834.9984429297)
"232",Point (128.61863030000000663 35.85351779999999877),"388","369782409",#0d0887,"3967768.761","465564.5232","4","128.6186303","35.8535178",,,POINT (465564.52315566386 3967768.760745193)
"251",Point (128.59830160000001342 35.84481840000000119),"439","366672472",#0d0887,"3966811.234","463724.9881","4","128.5983016","35.8448184",,,POINT (463724.9880755892 3966811.2339328052)
"252",Point (128.59835110000000213 35.84551840000000311),"440","1356044215",#0d0887,"3966888.854","463729.7769","3","128.5983511","35.8455184",,,POINT (463729.7768713559 3966888.8544117105)
"253",Point (128.59824299999999653 35.84415560000000056),"441","1354439500",#0d0887,"3966737.743","463719.3944","4","128.598243","35.8441556",,,POINT (463719.3943696922 3966737.7427877737)
"254",Point (128.59714070000001129 35.84490250000000344),"442","2107070891",#0d0887,"3966820.993","463620.1919","4","128.5971407","35.8449025",,,POINT (463620.19190754875 3966820.9927175227)
"255",Point (128.59960630000000492 35.8447306999999995),"443","1355997252",#0d0887,"3966801.024","463842.7686","3","128.5996063","35.8447307",,,POINT (463842.7686362849 3966801.0239564506)
"256",Point (128.59850230000000693 35.85436709999999749),"444","366672484",#0d0887,"3967870.232","463747.4587","3","128.5985023","35.8543671",,,POINT (463747.45868825243 3967870.2315953122)
"257",Point (128.59884829999998601 35.85462669999999719),"445","1354444697",#0d0887,"3967898.896","463778.8184","3","128.5988483","35.8546267",,,POINT (463778.8184022925 3967898.8963772957)
"258",Point (128.59846070000000395 35.85488449999999716),"446","366672486",#0d0887,"3967927.633","463743.938","3","128.5984607","35.8548845",,,POINT (463743.93803789036 3967927.6332902494)
"259",Point (128.5984942999999987 35.85372530000000069),"447","2097615169",#0d0887,"3967799.051","463746.4442","3","128.5984943","35.8537253",,,POINT (463746.4441590288 3967799.0507396827)
"260",Point (128.59889089999998646 35.86004960000000352),"448","366672503",#0d0887,"3968500.35","463785.1314","5","128.5988909","35.8600496",,,POINT (463785.1314356857 3968500.3498237655)
"261",Point (128.59983270000000743 35.86028060000000295),"449","2108381172",#0d0887,"3968525.622","463870.2688","3","128.5998327","35.8602806",,,POINT (463870.2688367772 3968525.622381149)
"262",Point (128.59811920000001351 35.85988909999999663),"450","2554019411",#0d0887,"3968482.834","463715.3836","3","128.5981192","35.8598891",,,POINT (463715.3835823091 3968482.834324059)
"263",Point (128.59903180000000589 35.86081810000000303),"451","2537800848",#0d0887,"3968585.534","463798.2024","3","128.5990318","35.8608181",,,POINT (463798.202360919 3968585.5342187416)
"264",Point (128.59881989999999519 35.85949310000000168),"452","2108380618",#0d0887,"3968438.653","463778.4679","3","128.5988199","35.8594931",,,POINT (463778.4678614247 3968438.6530973497)
"265",Point (128.59814119999998638 35.86127929999999964),"453","2537800880",#0d0887,"3968637.017","463718.0035","3","128.5981412","35.8612793",,,POINT (463718.0034524093 3968637.017275124)
"277",Point (128.59510910000000194 35.87773219999999696),"548","414665114",#0d0887,"3970462.988","463451.8037","4","128.5951091","35.8777322",,,POINT (463451.8037210009 3970462.9881135263)
"284",Point (128.6133581999999933 35.85178789999999793),"556","369782186",#0d0887,"3967578.762","465087.7224","3","128.6133582","35.8517879",,,POINT (465087.72240839404 3967578.7616447667)
"285",Point (128.61409800000001269 35.8510934999999975),"557","369782495",#0d0887,"3967501.48","465154.22","3","128.614098","35.8510935",,,POINT (465154.22002269805 3967501.4801176116)
"287",Point (128.61415869999999018 35.85174090000000291),"559","369782189",#0d0887,"3967573.263","465159.9843","4","128.6141587","35.8517409",,,POINT (465159.98428629496 3967573.263355859)
"288",Point (128.614203300000014 35.85229009999999761),"560","3110969190",#0d0887,"3967634.161","465164.2517","4","128.6142033","35.8522901",,,POINT (465164.2517461927 3967634.160713005)
"289",Point (128.61678779999999733 35.85053070000000019),"584","369782348",#0d0887,"3967438.104","465396.8574","3","128.6167878","35.8505307",,,POINT (465396.8574337373 3967438.1037085042)
"290",Point (128.616762499999993 35.8481039999999993),"597","369782290",#0d0887,"3967168.961","465393.5185","3","128.6167625","35.848104",,,POINT (465393.518528052 3967168.96101831)
"291",Point (128.61675719999999501 35.8488363000000021),"598","3013600860",#0d0887,"3967250.184","465393.3581","3","128.6167572","35.8488363",,,POINT (465393.35810537584 3967250.1841886626)
"292",Point (128.61783399999998778 35.84733820000000293),"600","369782316",#0d0887,"3967083.646","465489.944","3","128.617834","35.8473382",,,POINT (465489.9440258891 3967083.64567191)
"293",Point (128.61614320000001044 35.8474786000000023),"601","3013600867",#0d0887,"3967099.816","465337.3231","3","128.6161432","35.8474786",,,POINT (465337.3230984084 3967099.8155282545)
"294",Point (128.61676560000000791 35.84947379999999839),"602","369782337",#0d0887,"3967320.888","465394.3936","3","128.6167656","35.8494738",,,POINT (465394.39360602223 3967320.8880065763)
"295",Point (128.61678240000000528 35.85022099999999767),"603","3013600849",#0d0887,"3967403.756","465396.2353","3","128.6167824","35.850221",,,POINT (465396.2352678002 3967403.755976132)
"296",Point (128.61544729999999959 35.85099110000000167),"604","369783216",#0d0887,"3967489.643","465276.0137","3","128.6154473","35.8509911",,,POINT (465276.0136544673 3967489.6428781757)
"297",Point (128.61697459999999182 35.85260370000000307),"607","369782429",#0d0887,"3967667.96","465414.6253","4","128.6169746","35.8526037",,,POINT (465414.62534422136 3967667.9595823633)
"298",Point (128.61703439999999432 35.8531177999999997),"608","369782445",#0d0887,"3967724.959","465420.2483","4","128.6170344","35.8531178",,,POINT (465420.2482553782 3967724.9586491617)
"299",Point (128.61707549999999856 35.85361569999999887),"609","369782449",#0d0887,"3967780.168","465424.1756","4","128.6170755","35.8536157",,,POINT (465424.1755585879 3967780.1675478984)
"300",Point (128.61558460000000537 35.85270469999999676),"610","3110969191",#0d0887,"3967679.654","465289.1584","4","128.6155846","35.8527047",,,POINT (465289.1583711651 3967679.6540942113)
"301",Point (128.61553670000000693 35.85220759999999984),"611","3110969189",#0d0887,"3967624.536","465284.6165","4","128.6155367","35.8522076",,,POINT (465284.6165234255 3967624.536400485)
"302",Point (128.61563889999999333 35.85320999999999714),"612","3110969193",#0d0887,"3967735.679","465294.2816","4","128.6156389","35.85321",,,POINT (465294.28162910655 3967735.6790078008)
"307",Point (128.61425729999999135 35.85279200000000088),"617","3110969192",#0d0887,"3967689.809","465169.3472","4","128.6142573","35.852792",,,POINT (465169.3472434201 3967689.8085601483)
"308",Point (128.61503260000000637 35.85101819999999861),"618","3013600846",#0d0887,"3967492.796","465238.5791","3","128.6150326","35.8510182",,,POINT (465238.57910466625 3967492.795890978)
"346",Point (128.59635929999998893 35.83256990000000286),"745","370388662",#0d0887,"3965453.444","463543.9858","3","128.5963593","35.8325699",,,POINT (463543.98582092416 3965453.4439891013)
"347",Point (128.59666770000001179 35.83466820000000297),"746","436784905",#0d0887,"3965686.057","463572.7992","3","128.5966677","35.8346682",,,POINT (463572.7991530859 3965686.05666349)
"353",Point (128.6015692999999942 35.86656940000000304),"840","2537823910",#0d0887,"3969222.492","464029.903","3","128.6015693","35.8665694",,,POINT (464029.9029832617 3969222.491533554)
"354",Point (128.59782979999999952 35.87335190000000296),"901","370484617",#0d0887,"3969976.141","463695.3953","4","128.5978298","35.8733519",,,POINT (463695.3953428883 3969976.141422321)
"355",Point (128.59881150000001071 35.87326420000000127),"904","443548082",#0d0887,"3969966.05","463783.9757","3","128.5988115","35.8732642",,,POINT (463783.9756581577 3969966.050265449)
"356",Point (128.5978680000000054 35.87377169999999893),"905","3757729246",#0d0887,"3970022.689","463699.0352","3","128.597868","35.8737717",,,POINT (463699.035244152 3970022.688574677)
"357",Point (128.59792070000000308 35.8744093000000035),"906","370484619",#0d0887,"3970093.387","463704.0834","3","128.5979207","35.8744093",,,POINT (463704.0833881772 3970093.387233159)
"358",Point (128.59726870000000076 35.87455150000000259),"907","3757729247",#0d0887,"3970109.401","463645.2917","3","128.5972687","35.8745515",,,POINT (463645.29165462026 3970109.401326424)
"359",Point (128.59867879999998763 35.87425869999999861),"908","8257688051",#0d0887,"3970076.403","463772.4493","3","128.5986788","35.8742587",,,POINT (463772.4492777467 3970076.4025441306)
"360",Point (128.59902360000000954 35.87167110000000037),"909","370484623",#0d0887,"3969789.276","463802.3978","4","128.5990236","35.8716711",,,POINT (463802.39778772474 3969789.276040165)
"361",Point (128.60003109999999538 35.87145470000000103),"911","4643335440",#0d0887,"3969764.902","463893.2508","3","128.6000311","35.8714547",,,POINT (463893.2507745806 3969764.9019329897)
"362",Point (128.59926770000001284 35.87245790000000056),"912","443548079",#0d0887,"3969876.452","463824.7914","3","128.5992677","35.8724579",,,POINT (463824.7913558706 3969876.4521321063)
"363",Point (128.59947149999999283 35.87325119999999856),"913","370484624",#0d0887,"3969964.364","463843.5495","4","128.5994715","35.8732512",,,POINT (463843.54947342986 3969964.364126291)
"364",Point (128.59974429999999757 35.87404709999999852),"914","370484626",#0d0887,"3970052.539","463868.5371","3","128.5997443","35.8740471",,,POINT (463868.5371393986 3970052.539042009)
"365",Point (128.59936690000000681 35.872801299999999),"915","443548077",#0d0887,"3969914.503","463833.9025","3","128.5993669","35.8728013",,,POINT (463833.9025227657 3969914.5029982287)
"368",Point (128.60105669999998668 35.87249270000000223),"918","443548078",#0d0887,"3969879.651","463986.3059","3","128.6010567","35.8724927",,,POINT (463986.30588972784 3969879.651484666)
"370",Point (128.60227439999999888 35.87160810000000311),"920","2298176542",#0d0887,"3969781.09","464095.8324","4","128.6022744","35.8716081",,,POINT (464095.8324347379 3969781.0899292706)
"373",Point (128.60303500000000554 35.87151839999999936),"923","3874637168",#0d0887,"3969770.862","464164.4546","3","128.603035","35.8715184",,,POINT (464164.45457900007 3969770.8619975867)
"376",Point (128.60376840000000698 35.86736489999999833),"926","370486276",#0d0887,"3969309.916","464228.795","4","128.6037684","35.8673649",,,POINT (464228.79499075474 3969309.9161487822)
"377",Point (128.60350009999999088 35.86618239999999957),"927","370486503",#0d0887,"3969178.86","464204.0414","3","128.6035001","35.8661824",,,POINT (464204.0413544785 3969178.859716805)
"378",Point (128.60249780000000897 35.86762559999999667),"928","6110920097",#0d0887,"3969339.297","464114.2041","3","128.6024978","35.8676256",,,POINT (464114.20405231044 3969339.2967092223)
"379",Point (128.60442919999999845 35.86721930000000214),"929","7713250275",#0d0887,"3969293.526","464288.386","4","128.6044292","35.8672193",,,POINT (464288.38601558155 3969293.5256930627)
"380",Point (128.60408899999998766 35.86917489999999731),"930","414665122",#0d0887,"3969510.551","464258.5512","4","128.604089","35.8691749",,,POINT (464258.5512327711 3969510.551476578)
"381",Point (128.60337350000000356 35.86568079999999981),"931","2537823901",#0d0887,"3969123.272","464192.3862","4","128.6033735","35.8656808",,,POINT (464192.3862221091 3969123.2721175817)
"392",Point (128.59567770000001019 35.87942259999999806),"988","420451914",#0d0887,"3970650.263","463503.9051","4","128.5956777","35.8794226",,,POINT (463503.9050945391 3970650.26343668)
"393",Point (128.59425010000001066 35.87790669999999693),"989","5117323394",#0d0887,"3970482.664","463374.3445","4","128.5942501","35.8779067",,,POINT (463374.34447835025 3970482.663947417)
"394",Point (128.59606899999999996 35.87755560000000088),"990","817238128",#0d0887,"3970443.042","463538.3703","3","128.596069","35.8775556",,,POINT (463538.3703244607 3970443.0424087797)
"401",Point (128.5982462000000055 35.85569199999999768),"1016","7105462559",#0d0887,"3968017.275","463724.938","4","128.5982462","35.855692",,,POINT (463724.93800867634 3968017.2749037696)
"402",Point (128.60262169999998605 35.86948819999999927),"1017","3874637171",#0d0887,"3969545.838","464126.2291","3","128.6026217","35.8694882",,,POINT (464126.2291091813 3969545.8378513926)
"403",Point (128.60561160000000314 35.86901089999999925),"1018","8244693933",#0d0887,"3969491.806","464395.9335","3","128.6056116","35.8690109",,,POINT (464395.93351444585 3969491.8062725626)
"415",Point (128.61409240000000409 35.88112350000000106),"1044","414665146",#0d0887,"3970832.198","465166.8582","4","128.6140924","35.8811235",,,POINT (465166.85822644155 3970832.1975165275)
"416",Point (128.61371520000000146 35.88132379999999699),"1045","436835290",#0d0887,"3970854.548","465132.8987","3","128.6137152","35.8813238",,,POINT (465132.8986825963 3970854.5479072696)
"417",Point (128.61347319999998717 35.88098060000000089),"1047","4636858984",#0d0887,"3970816.569","465110.9045","3","128.6134732","35.8809806",,,POINT (465110.90449769003 3970816.5688361977)
"418",Point (128.61443170000001146 35.88049420000000111),"1048","4636791643",#0d0887,"3970762.279","465197.2093","4","128.6144317","35.8804942",,,POINT (465197.20928157575 3970762.278987536)
"428",Point (128.60071339999998941 35.87130810000000025),"1080","414665175",#0d0887,"3969748.39","463954.7786","4","128.6007134","35.8713081",,,POINT (463954.77856782 3969748.39033322)
"429",Point (128.60005359999999541 35.87144980000000061),"1081","4643335447",#0d0887,"3969764.35","463895.2797","3","128.6000536","35.8714498",,,POINT (463895.27972457785 3969764.3501503957)
"430",Point (128.60075710000000981 35.87146320000000088),"1082","8244686518",#0d0887,"3969765.577","463958.7938","3","128.6007571","35.8714632",,,POINT (463958.79380519764 3969765.576844146)
"431",Point (128.60106289999998808 35.87123689999999954),"1083","8244686520",#0d0887,"3969740.365","463986.2973","3","128.6010629","35.8712369",,,POINT (463986.29729224916 3969740.364536951)
"432",Point (128.60056819999999789 35.87077380000000204),"1084","4643335437",#0d0887,"3969689.183","463941.4286","3","128.6005682","35.8707738",,,POINT (463941.4286240898 3969689.1830106606)
"439",Point (128.61681619999998816 35.82952350000000052),"1127","414665219",#0d0887,"3965108.134","465390.2979","3","128.6168162","35.8295235",,,POINT (465390.2979185798 3965108.1338041327)
"440",Point (128.61681749999999624 35.82968449999999905),"1128","9006671788",#0d0887,"3965125.99","465390.4852","4","128.6168175","35.8296845",,,POINT (465390.485245533 3965125.990216768)
"441",Point (128.61644089999998641 35.82949239999999946),"1129","913326591",#0d0887,"3965104.817","465356.3866","4","128.6164409","35.8294924",crossing,,POINT (465356.3866144022 3965104.817206093)
"442",Point (128.61740190000000439 35.82957009999999798),"1130","8675073828",#0d0887,"3965113.095","465443.2196","3","128.6174019","35.8295701",,,POINT (465443.21962332167 3965113.0953666936)
"449",Point (128.59948360000001344 35.86376049999999793),"1158","414665590",#0d0887,"3968911.717","463840.3303","4","128.5994836","35.8637605",,,POINT (463840.33026070264 3968911.7172687626)
"450",Point (128.59951100000000679 35.86397999999999797),"1159","7117301054",#0d0887,"3968936.053","463842.9037","4","128.599511","35.86398",,,POINT (463842.9037153078 3968936.052531423)
"451",Point (128.59948019999998792 35.86365459999999672),"1160","2537800964",#0d0887,"3968899.973","463839.9752","4","128.5994802","35.8636546",,,POINT (463839.97519435186 3968899.9728443907)
