field_1,wkt_geom,field_1_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"138",Point (128.59977209999999559 35.86809639999999888),"171","5132758645",#0d0887,"3969392.518","463868.3451","4","128.5997721","35.8680964",crossing,,POINT (463868.34513412684 3969392.518271523)
"139",Point (128.59965230000000247 35.86820649999999944),"172","5132758642",#0d0887,"3969404.774","463857.5798","3","128.5996523","35.8682065",,,POINT (463857.57980540255 3969404.7740690233)
"140",Point (128.59991120000000819 35.86813469999999882),"173","5132758646",#0d0887,"3969396.715","463880.9202","3","128.5999112","35.8681347",,,POINT (463880.9202074419 3969396.7148521445)
"141",Point (128.59994349999999486 35.86820970000000131),"174","5132758644",#0d0887,"3969405.021","463883.8702","4","128.5999435","35.8682097",crossing,,POINT (463883.87022295065 3969405.021399284)
"146",Point (128.62297960000000785 35.83005930000000205),"183","365385060",#0d0887,"3965165.399","465947.2164","3","128.6229796","35.8300593",,,POINT (465947.21639690956 3965165.398695698)
"147",Point (128.62269950000001018 35.83012529999999884),"184","3413871163",#0d0887,"3965172.816","465921.9456","3","128.6226995","35.8301253",crossing,,POINT (465921.9456437201 3965172.816391627)
"148",Point (128.62207910000000766 35.82991400000000226),"186","4701704698",#0d0887,"3965149.597","465865.8199","3","128.6220791","35.829914",,,POINT (465865.81991807907 3965149.59682328)
"167",Point (128.62402439999999615 35.8585308999999981),"225","366657202",#0d0887,"3968322.892","466053.7186","3","128.6240244","35.8585309",,,POINT (466053.7185917618 3968322.891790381)
"169",Point (128.62330080000000976 35.85380200000000173),"227","365399877",#0d0887,"3967798.648","465986.3656","4","128.6233008","35.853802",,,POINT (465986.36560009245 3967798.6480422877)
"170",Point (128.62183519999999248 35.85390220000000028),"228","369782377",#0d0887,"3967810.272","465854.0732","3","128.6218352","35.8539022",,,POINT (465854.07323799067 3967810.2721003895)
"171",Point (128.62329130000000532 35.85392490000000265),"229","7105477693",#0d0887,"3967812.283","465985.5603","4","128.6232913","35.8539249",,,POINT (465985.5602985903 3967812.2825129004)
"182",Point (128.62686450000001059 35.85839849999999984),"247","7122702212",#0d0887,"3968307.225","466310.0922","4","128.6268645","35.8583985",crossing,,POINT (466310.09215467516 3968307.2249538125)
"198",Point (128.59413309999999342 35.85660010000000142),"266","2107083557",#0d0887,"3968119.528","463353.9749","3","128.5941331","35.8566001",,,POINT (463353.97489364404 3968119.528021417)
"199",Point (128.59609340000000088 35.85385529999999932),"267","4663034800",#0d0887,"3967814.362","463529.7157","3","128.5960934","35.8538553",,,POINT (463529.7156952863 3967814.361877608)
"254",Point (128.62091390000000501 35.85395669999999768),"372","366657193",#0d0887,"3967816.639","465770.9086","4","128.6209139","35.8539567",,,POINT (465770.9086260752 3967816.6388333347)
"255",Point (128.62019860000000904 35.85401699999999892),"373","369782383",#0d0887,"3967823.577","465706.3472","3","128.6201986","35.854017",,,POINT (465706.34720155987 3967823.577404126)
"256",Point (128.62093189999998799 35.85412339999999887),"374","7105477692",#0d0887,"3967835.122","465772.6056","4","128.6209319","35.8541234",,,POINT (465772.60556932975 3967835.1216792343)
"257",Point (128.62091659999998683 35.85337369999999879),"375","369782210",#0d0887,"3967751.976","465770.9018","4","128.6209166","35.8533737",,,POINT (465770.9018345924 3967751.975797989)
"258",Point (128.62123059999998986 35.85689049999999867),"376","366657194",#0d0887,"3968141.924","465800.7648","3","128.6212306","35.8568905",,,POINT (465800.7647949772 3968141.923761504)
"260",Point (128.62046839999999293 35.85695969999999733),"378","1916950890",#0d0887,"3968149.866","465731.9749","3","128.6204684","35.8569597",,,POINT (465731.97492574295 3968149.865688468)
"266",Point (128.62468430000001263 35.85856139999999925),"384","3729583080",#0d0887,"3968326.046","466113.3132","3","128.6246843","35.8585614",,,POINT (466113.3132385687 3968326.0457989755)
"267",Point (128.625318099999987 35.85857819999999663),"385","366657204",#0d0887,"3968327.69","466170.5455","1","128.6253181","35.8585782",,,POINT (466170.545478213 3968327.689731801)
"304",Point (128.59992529999999533 35.86637100000000089),"454","366672515",#0d0887,"3969201.092","463881.3928","3","128.5999253","35.866371",,,POINT (463881.3928098613 3969201.0923605356)
"305",Point (128.5998683999999912 35.86692970000000003),"455","370483198",#0d0887,"3969263.08","463876.5094","4","128.5998684","35.8669297",,,POINT (463876.5094261026 3969263.0804731864)
"306",Point (128.59990940000000137 35.86629959999999784),"456","2537823909",#0d0887,"3969193.179","463879.925","3","128.5999094","35.8662996",,,POINT (463879.92495597206 3969193.1790452967)
"307",Point (128.59946270000000368 35.86642909999999773),"457","3885803975",#0d0887,"3969207.707","463839.6556","3","128.5994627","35.8664291",,,POINT (463839.65561900206 3969207.7073662677)
"319",Point (128.59435759999999505 35.85989099999999752),"527","2537800801",#0d0887,"3968484.447","463375.759","3","128.5943576","35.859891",,,POINT (463375.75904583564 3968484.447106887)
"320",Point (128.59454149999999117 35.87320290000000256),"541","369768998",#0d0887,"3969960.841","463398.4847","4","128.5945415","35.8732029",,,POINT (463398.48468057014 3969960.8413512036)
"321",Point (128.59462250000001404 35.8732067999999984),"542","8246643970",#0d0887,"3969961.244","463405.7985","4","128.5946225","35.8732068",,,POINT (463405.7985377051 3969961.243593088)
"322",Point (128.59438670000000116 35.87319649999999882),"543","8246643946",#0d0887,"3969960.189","463384.5076","4","128.5943867","35.8731965",,,POINT (463384.5075695425 3969960.189467627)
"323",Point (128.59478999999998905 35.8745400000000032),"545","436848846",#0d0887,"3970109.05","463421.532","4","128.59479","35.87454",,,POINT (463421.531996634 3970109.0503376084)
"324",Point (128.59490089999999896 35.87556980000000095),"546","369769009",#0d0887,"3970223.227","463432.0163","3","128.5949009","35.8755698",,,POINT (463432.01629036135 3970223.2272450314)
"325",Point (128.59490030000000615 35.87525790000000114),"547","8257688032",#0d0887,"3970188.634","463431.8188","4","128.5949003","35.8752579",,,POINT (463431.8187906259 3970188.6336466414)
"327",Point (128.59421990000001301 35.87519569999999902),"549","8246643976",#0d0887,"3970181.99","463370.3704","3","128.5942199","35.8751957",,,POINT (463370.3704089712 3970181.9895491516)
"339",Point (128.61992960000000608 35.85133540000000352),"561","369782197",#0d0887,"3967526.248","465680.9025","4","128.6199296","35.8513354",,,POINT (465680.9025169711 3967526.248348477)
"340",Point (128.61847940000001245 35.85201080000000218),"562","369782399",#0d0887,"3967601.668","465550.2458","4","128.6184794","35.8520108",,,POINT (465550.2458046129 3967601.6684830254)
"341",Point (128.61835980000000745 35.85081550000000306),"563","369782356",#0d0887,"3967469.137","465538.9292","3","128.6183598","35.8508155",,,POINT (465538.9291597642 3967469.1367227985)
"342",Point (128.61986749999999802 35.85071150000000273),"565","369782358",#0d0887,"3967457.072","465675.0262","3","128.6198675","35.8507115",,,POINT (465675.0261765149 3967457.071744876)
"343",Point (128.61998669999999834 35.85190860000000157),"566","369782393",#0d0887,"3967589.803","465686.3054","4","128.6199867","35.8519086",,,POINT (465686.3054471843 3967589.8034450426)
"344",Point (128.62087289999999484 35.85287439999999748),"571","369782213",#0d0887,"3967696.612","465766.7413","3","128.6208729","35.8528744",,,POINT (465766.74132069247 3967696.6123956554)
"345",Point (128.62013740000000439 35.85342279999999704),"572","369782386",#0d0887,"3967757.695","465700.5653","4","128.6201374","35.8534228",,,POINT (465700.5652798795 3967757.6945465314)
"346",Point (128.62177990000000705 35.85331930000000256),"573","369782375",#0d0887,"3967745.64","465848.83","3","128.6217799","35.8533193",,,POINT (465848.82999762695 3967745.6404088163)
"347",Point (128.62082730000000197 35.85235389999999711),"574","369782216",#0d0887,"3967638.898","465762.4001","3","128.6208273","35.8523539",,,POINT (465762.40008359036 3967638.8983162437)
"348",Point (128.62008779999999319 35.8529241999999968),"575","369782389",#0d0887,"3967702.411","465695.8719","4","128.6200878","35.8529242",,,POINT (465695.8718861305 3967702.410881477)
"349",Point (128.6207834999999875 35.85185469999999697),"576","369782218",#0d0887,"3967583.546","465758.2305","3","128.6207835","35.8518547",,,POINT (465758.2304872555 3967583.5460527963)
"350",Point (128.62003609999999298 35.85240519999999975),"577","369782390",#0d0887,"3967644.865","465690.98","4","128.6200361","35.8524052",,,POINT (465690.9800291262 3967644.8653413844)
"351",Point (128.62067630000001373 35.85063079999999758),"578","369782220",#0d0887,"3967447.838","465748.0243","4","128.6206763","35.8506308",,,POINT (465748.02434059046 3967447.837610112)
"352",Point (128.62064269999999055 35.85024729999999948),"579","369782231",#0d0887,"3967405.314","465744.8254","4","128.6206427","35.8502473",,,POINT (465744.82538857654 3967405.31438577)
"353",Point (128.62031239999998888 35.84647669999999664),"580","369782224",#0d0887,"3966987.223","465713.3768","3","128.6203124","35.8464767",,,POINT (465713.37679089693 3966987.223113285)
"354",Point (128.62068120000000704 35.84645150000000058),"581","3016437944",#0d0887,"3966984.299","465746.6696","3","128.6206812","35.8464515",,,POINT (465746.66955794353 3966984.298934875)
"355",Point (128.62037369999998759 35.84717659999999739),"582","369782240",#0d0887,"3967064.829","465719.2136","4","128.6203737","35.8471766",,,POINT (465719.2135535064 3967064.829328453)
"356",Point (128.62060990000000515 35.84987220000000008),"583","369782234",#0d0887,"3967363.723","465741.7023","4","128.6206099","35.8498722",,,POINT (465741.7022609822 3967363.7225508317)
"358",Point (128.61976430000001415 35.84991629999999674),"587","369782249",#0d0887,"3967368.91","465665.3646","3","128.6197643","35.8499163",,,POINT (465665.36463749595 3967368.910244923)
"359",Point (128.61964140000000612 35.84863969999999966),"590","3737569280",#0d0887,"3967227.362","465653.7164","4","128.6196414","35.8486397",,,POINT (465653.7164287927 3967227.362359158)
"360",Point (128.61950809999999024 35.84723170000000181),"591","369782319",#0d0887,"3967071.244","465641.0721","3","128.6195081","35.8472317",,,POINT (465641.0720650684 3967071.244257364)
"361",Point (128.61970139999999674 35.84926329999999695),"593","369782329",#0d0887,"3967296.506","465659.4033","3","128.6197014","35.8492633",,,POINT (465659.40330335055 3967296.5063904566)
"362",Point (128.61782869999998979 35.84938850000000343),"594","3737569281",#0d0887,"3967311.052","465490.3538","4","128.6178287","35.8493885",,,POINT (465490.3537533869 3967311.0516282236)
"363",Point (128.61783379999999966 35.84876969999999829),"595","369782274",#0d0887,"3967242.417","465490.5462","3","128.6178338","35.8487697",,,POINT (465490.54617354734 3967242.417109306)
"364",Point (128.61783389999999372 35.84803200000000345),"596","369782293",#0d0887,"3967160.597","465490.2356","4","128.6178339","35.848032",,,POINT (465490.2355869426 3967160.5968546337)
"367",Point (128.61957190000001106 35.84791750000000121),"599","369782295",#0d0887,"3967147.286","465647.1291","3","128.6195719","35.8479175",,,POINT (465647.129090399 3967147.2856936823)
"373",Point (128.61858040000001324 35.85301979999999844),"605","369782407",#0d0887,"3967713.544","465559.8021","4","128.6185804","35.8530198",,,POINT (465559.8020853902 3967713.5437984536)
"374",Point (128.61852870000001303 35.85250289999999751),"606","369782402",#0d0887,"3967656.231","465554.9103","4","128.6185287","35.8525029",,,POINT (465554.9102544232 3967656.231242815)
"393",Point (128.62635270000001242 35.87678350000000194),"636","369914157",#0d0887,"3970346.535","466271.6738","6","128.6263527","35.8767835",crossing,,POINT (466271.673778384 3970346.535239195)
"394",Point (128.62624410000000807 35.87656580000000162),"637","414665155",#0d0887,"3970322.427","466261.7783","4","128.6262441","35.8765658",,,POINT (466261.7783409291 3970322.4269335647)
"395",Point (128.62646889999999189 35.87681309999999968),"638","3751227951",#0d0887,"3970349.778","466282.1755","3","128.6264689","35.8768131",,,POINT (466282.17548912036 3970349.778184398)
"396",Point (128.62616760000000227 35.87672839999999752),"639","5342939036",#0d0887,"3970340.488","466254.9418","4","128.6261676","35.8767284",,,POINT (466254.9417623108 3970340.4878025)
"397",Point (128.62656010000000606 35.87719440000000048),"640","3751227943",#0d0887,"3970392.038","466290.5695","3","128.6265601","35.8771944",,,POINT (466290.5694902039 3970392.0378935607)
"398",Point (128.62530520000001388 35.87476480000000123),"641","8144503688",#0d0887,"3970122.997","466176.2597","3","128.6253052","35.8747648",,,POINT (466176.25971916417 3970122.9969191356)
"432",Point (128.59361020000000053 35.83330180000000098),"747","1355770088",#0d0887,"3965535.648","463296.0284","3","128.5936102","35.8333018",,,POINT (463296.02841194463 3965535.6483005323)
"438",Point (128.59582359999998857 35.87233350000000343),"809","370482747",#0d0887,"3969863.934","463513.8243","4","128.5958236","35.8723335",,,POINT (463513.8243025059 3969863.934276529)
"439",Point (128.59582950000000778 35.8732643999999965),"810","370482748",#0d0887,"3969967.181","463514.7837","4","128.5958295","35.8732644",,,POINT (463514.7837147811 3969967.181111458)
"440",Point (128.59570940000000405 35.87162479999999931),"811","443547959",#0d0887,"3969785.373","463503.1901","4","128.5957094","35.8716248",,,POINT (463503.190068137 3969785.3727699555)
"441",Point (128.59758460000000468 35.87196440000000308),"812","370484615",#0d0887,"3969822.341","463672.6272","4","128.5975846","35.8719644",,,POINT (463672.62721988175 3969822.340537048)
"442",Point (128.59612200000000826 35.87327719999999687),"814","3757729244",#0d0887,"3969968.492","463541.1942","3","128.596122","35.8732772",,,POINT (463541.194231789 3969968.491689327)
"443",Point (128.59575829999999996 35.87391240000000181),"815","3757729245",#0d0887,"3970039.079","463508.6535","3","128.5957583","35.8739124",,,POINT (463508.6534791034 3970039.0794034656)
"444",Point (128.59568780000000743 35.87489649999999841),"816","370482750",#0d0887,"3970148.255","463502.7407","3","128.5956878","35.8748965",,,POINT (463502.74069887016 3970148.2553635063)
"445",Point (128.59569569999999317 35.87473440000000124),"817","8246643973",#0d0887,"3970130.273","463503.3795","3","128.5956957","35.8747344",,,POINT (463503.3794876362 3970130.2733893115)
"446",Point (128.59489999999999554 35.87505999999999773),"818","414665127",#0d0887,"3970166.684","463431.7008","4","128.5949","35.87506",,,POINT (463431.70076245273 3970166.684040209)
"447",Point (128.59614949999999567 35.87479580000000112),"819","8257688040",#0d0887,"3970136.914","463544.3724","3","128.5961495","35.8747958",,,POINT (463544.37243801105 3970136.91415317)
"448",Point (128.59501960000000054 35.86648019999999804),"820","370482753",#0d0887,"3969215.027","463438.5557","3","128.5950196","35.8664802",,,POINT (463438.55572991667 3969215.027095175)
"449",Point (128.59533160000000862 35.86631390000000152),"821","443547364",#0d0887,"3969196.466","463466.6468","3","128.5953316","35.8663139",,,POINT (463466.646767314 3969196.4656544933)
"450",Point (128.59521430000000919 35.86661569999999699),"822","370482756",#0d0887,"3969229.983","463456.1955","3","128.5952143","35.8666157",,,POINT (463456.1954581172 3969229.983032624)
"451",Point (128.59720079999999598 35.86533260000000212),"824","443206045",#0d0887,"3969086.93","463634.9502","3","128.5972008","35.8653326",,,POINT (463634.9502128784 3969086.930023388)
"452",Point (128.59775429999999119 35.8673876000000007),"834","370483197",#0d0887,"3969314.651","463685.8585","4","128.5977543","35.8673876",,,POINT (463685.8584605026 3969314.6505694618)
"453",Point (128.59899780000000646 35.86712610000000012),"837","443547403",#0d0887,"3969285.186","463798.0014","4","128.5989978","35.8671261",,,POINT (463798.00142885954 3969285.1857435554)
"454",Point (128.59765479999998661 35.8670258000000004),"839","2312568510",#0d0887,"3969274.559","463676.7106","3","128.5976548","35.8670258",,,POINT (463676.7105956989 3969274.559192452)
"456",Point (128.59983099999999467 35.86738299999999668),"841","6413473421",#0d0887,"3969313.371","463873.3387","3","128.599831","35.867383",,,POINT (463873.338716433 3969313.3711584234)
"457",Point (128.5956442000000095 35.86613969999999796),"842","370483201",#0d0887,"3969177.028","463494.7885","3","128.5956442","35.8661397",,,POINT (463494.78846754355 3969177.0278678634)
"458",Point (128.59591489999999681 35.86600620000000106),"843","2312568495",#0d0887,"3969162.12","463519.1662","3","128.5959149","35.8660062",,,POINT (463519.1661874306 3969162.119961967)
"459",Point (128.59600000000000364 35.86643579999999787),"844","2312568500",#0d0887,"3969209.736","463527.0459","3","128.596","35.8664358",,,POINT (463527.0459108406 3969209.736448702)
"460",Point (128.59606769999999187 35.86650019999999728),"847","443547601",#0d0887,"3969216.854","463533.1874","3","128.5960677","35.8665002",,,POINT (463533.1873752662 3969216.8539986806)
"461",Point (128.59750550000001112 35.86648009999999687),"848","443547588",#0d0887,"3969214.089","463662.9828","3","128.5975055","35.8664801",,,POINT (463662.98276450386 3969214.0894275596)
"462",Point (128.59938980000001152 35.86832480000000345),"852","1954792867",#0d0887,"3969417.992","463833.9356","3","128.5993898","35.8683248",,,POINT (463833.9355739194 3969417.9921356845)
"463",Point (128.59824729999999704 35.86907099999999815),"853","8246655284",#0d0887,"3969501.179","463731.1331","3","128.5982473","35.869071",,,POINT (463731.1330990723 3969501.1786123593)
"464",Point (128.59859850000000847 35.87028800000000217),"854","8246655219",#0d0887,"3969636.03","463763.3925","3","128.5985985","35.870288",,,POINT (463763.3925100422 3969636.029605062)
"465",Point (128.59866239999999493 35.87048790000000054),"855","8246655220",#0d0887,"3969658.177","463769.2521","3","128.5986624","35.8704879",,,POINT (463769.25212871004 3969658.177450298)
"466",Point (128.5977072000000021 35.87265659999999912),"898","443548086",#0d0887,"3969899.069","463684.0107","3","128.5977072","35.8726566",,,POINT (463684.01066788926 3969899.0690533384)
"467",Point (128.59837989999999763 35.87180800000000147),"899","443548081",#0d0887,"3969804.699","463744.3507","3","128.5983799","35.871808",,,POINT (463744.35070839815 3969804.69853684)
"468",Point (128.59748690000000693 35.87129790000000185),"900","443547960",#0d0887,"3969748.453","463663.5032","4","128.5974869","35.8712979",,,POINT (463663.5031556161 3969748.4532556767)
"470",Point (128.59777840000000992 35.87298659999999728),"902","443548083",#0d0887,"3969935.644","463690.5887","3","128.5977784","35.8729866",,,POINT (463690.58867450163 3969935.6439418187)
"471",Point (128.59727280000001315 35.87332750000000203),"903","3757729249",#0d0887,"3969973.642","463645.1026","4","128.5972728","35.8733275",,,POINT (463645.10257373005 3969973.642107608)
"478",Point (128.59884650000000761 35.87112719999999655),"910","4643335434",#0d0887,"3969729.016","463786.1627","3","128.5988465","35.8711272",,,POINT (463786.16274465166 3969729.015985511)
"519",Point (128.59455140000000029 35.86060760000000158),"1014","5116008149",#0d0887,"3968563.855","463393.5862","3","128.5945514","35.8606076",,,POINT (463393.5862471032 3968563.8547436493)
"530",Point (128.59475130000001286 35.87508969999999664),"1026","8246643944",#0d0887,"3970170.034","463418.2912","3","128.5947513","35.8750897",,,POINT (463418.2912252156 3970170.0337898247)
"537",Point (128.61651589999999601 35.88160179999999855),"1046","4079662309",#0d0887,"3970884.386","465385.8195","3","128.6165159","35.8816018",,,POINT (465385.8195264384 3970884.3864442506)
"540",Point (128.62607370000000628 35.8765586999999968),"1053","8144503684",#0d0887,"3970321.698","466246.3936","4","128.6260737","35.8765587",,,POINT (466246.3935818709 3970321.6982679055)
"541",Point (128.62614740000000779 35.87635550000000251),"1054","3751227931",#0d0887,"3970299.135","466252.9602","4","128.6261474","35.8763555",crossing,,POINT (466252.96018651844 3970299.135288534)
"567",Point (128.62247959999999125 35.82954600000000056),"1134","913326683",#0d0887,"3965108.642","465901.8362","4","128.6224796","35.829546",,,POINT (465901.83620034397 3965108.64152252)
"582",Point (128.60310000000001196 35.86883999999999872),"1239","415148762",#0d0887,"3969473.769","464169.1166","3","128.6031","35.86884",,,POINT (464169.1165807504 3969473.768650958)
"583",Point (128.60302590000000578 35.86867660000000058),"1240","4901458071",#0d0887,"3969455.673","464162.3535","3","128.6030259","35.8686766",,,POINT (464162.35345750325 3969455.6726170285)
"585",Point (128.60316760000000613 35.86851680000000187),"1242","4901458070",#0d0887,"3969437.897","464175.0739","3","128.6031676","35.8685168",,,POINT (464175.073851164 3969437.896792105)
"589",Point (128.61726799999999571 35.88174800000000175),"1346","420450748",#0d0887,"3970900.336","465453.7697","4","128.617268","35.881748",,,POINT (465453.7696556498 3970900.3359009037)
"590",Point (128.61695689999999104 35.88287400000000105),"1347","5097528701",#0d0887,"3971025.334","465426.1783","3","128.6169569","35.882874",,,POINT (465426.17832939513 3971025.3341752645)
"591",Point (128.61815640000000371 35.88192550000000125),"1348","420450807",#0d0887,"3970919.709","465534.0359","3","128.6181564","35.8819255",,,POINT (465534.03586630925 3970919.709397276)
"592",Point (128.6167590999999959 35.88164979999999815),"1349","4864185092",#0d0887,"3970889.624","465407.7923","3","128.6167591","35.8816498",,,POINT (465407.79230805836 3970889.624189477)
"593",Point (128.61744279999999208 35.88103269999999867),"1350","4079662308",#0d0887,"3970820.938","465469.2371","3","128.6174428","35.8810327",,,POINT (465469.23708376364 3970820.9379272494)
"608",Point (128.62363460000000259 35.87468989999999991),"1365","3792817411",#0d0887,"3970115.269","466025.4218","4","128.6236346","35.8746899",,,POINT (466025.42181259487 3970115.2687679194)
"610",Point (128.62440979999999513 35.87617250000000269),"1367","3792817392",#0d0887,"3970279.439","466096.0313","3","128.6244098","35.8761725",,,POINT (466096.0312994734 3970279.4393756757)
"611",Point (128.62275500000001216 35.87654270000000167),"1368","4836086154",#0d0887,"3970321.075","465946.8127","3","128.622755","35.8765427",,,POINT (465946.8127195715 3970321.074524287)
"612",Point (128.61908370000000446 35.88129119999999972),"1373","420450781",#0d0887,"3970849.031","465617.4621","4","128.6190837","35.8812912",,,POINT (465617.46206198796 3970849.0306026554)
"613",Point (128.6191951000000131 35.88076470000000029),"1374","4079631253",#0d0887,"3970790.596","465627.2899","3","128.6191951","35.8807647",,,POINT (465627.28989506327 3970790.595633024)
"614",Point (128.61887619999998833 35.88206749999999801),"1375","436843739",#0d0887,"3970935.206","465599.0682","3","128.6188762","35.8820675",,,POINT (465599.06815677107 3970935.205523151)
"615",Point (128.61830130000001304 35.88116800000000239),"1377","4079662314",#0d0887,"3970835.642","465546.7868","3","128.6183013","35.881168",,,POINT (465546.7868321558 3970835.641568051)
"616",Point (128.61384770000000799 35.88466290000000214),"1378","420450789",#0d0887,"3971224.851","465146.3216","4","128.6138477","35.8846629",,,POINT (465146.3215667889 3971224.85107448)
"617",Point (128.61443909999999846 35.88462729999999823),"1379","5551903403",#0d0887,"3971220.692","465199.6854","3","128.6144391","35.8846273",,,POINT (465199.68535481655 3971220.6918465896)
"618",Point (128.61415669999999523 35.8848628000000005),"1380","4631924192",#0d0887,"3971246.913","465174.2992","3","128.6141567","35.8848628",,,POINT (465174.2992169083 3971246.912501854)
"619",Point (128.6137032999999974 35.88449899999999815),"1381","4631589673",#0d0887,"3971206.724","465133.2163","3","128.6137033","35.884499",,,POINT (465133.21627837943 3971206.72388725)
"620",Point (128.61242279999999027 35.88516479999999831),"1382","4864256088",#0d0887,"3971281.027","465017.9318","4","128.6124228","35.8851648",,,POINT (465017.9317830313 3971281.027470542)
"621",Point (128.61595379999999977 35.88453619999999944),"1389","4864185104",#0d0887,"3971210.049","465336.3615","3","128.6159538","35.8845362",,,POINT (465336.3615060927 3971210.0494347867)
"622",Point (128.61684619999999768 35.88325209999999998),"1390","4864185105",#0d0887,"3971067.31","465416.3508","3","128.6168462","35.8832521",,,POINT (465416.35077659413 3971067.309628923)
"623",Point (128.61917439999999146 35.88213429999999704),"1413","420450813",#0d0887,"3970942.51","465626.0132","3","128.6191744","35.8821343",,,POINT (465626.0132238092 3970942.5096244747)
"645",Point (128.58454130000001214 35.88455450000000013),"1458","436818281",#0d0887,"3971223.674","462501.0932","4","128.5845413","35.8845545",,,POINT (462501.09317430865 3971223.6744671403)
"660",Point (128.59869869999999992 35.9100133000000028),"1526","699783024",#0d0887,"3974042.062","463790.5297","3","128.5986987","35.9100133",,,POINT (463790.5297257991 3974042.06220735)
"668",Point (128.6073199999999872 35.90146000000000015),"1723","436666367",#0d0887,"3973090.223","464564.6216","3","128.60732","35.90146",,,POINT (464564.62158607226 3973090.2227983945)
"669",Point (128.60713759999998729 35.90122389999999797),"1724","4634754523",#0d0887,"3973064.102","464548.0565","3","128.6071376","35.9012239",,,POINT (464548.0564674418 3973064.102261122)
"670",Point (128.60677079999999251 35.90174489999999707),"1726","4634754506",#0d0887,"3973122.021","464515.1888","3","128.6067708","35.9017449",,,POINT (464515.18879738834 3973122.021406111)
"671",Point (128.63065000000000282 35.86784000000000106),"2027","436778118",#0d0887,"3969353.111","466655.8363","3","128.63065","35.86784",,,POINT (466655.8362814367 3969353.1109768446)
"672",Point (128.63142479999999068 35.86869680000000216),"2028","3790018119",#0d0887,"3969447.877","466726.1421","3","128.6314248","35.8686968",,,POINT (466726.14213751553 3969447.8772308305)
"673",Point (128.63047090000000594 35.86762039999999985),"2029","3730199348",#0d0887,"3969328.816","466639.5754","3","128.6304709","35.8676204",,,POINT (466639.5753871856 3969328.815590651)
"674",Point (128.62954590000001076 35.86811389999999733),"2030","3792788945",#0d0887,"3969383.867","466556.275","3","128.6295459","35.8681139",,,POINT (466556.27503751765 3969383.867071602)
"675",Point (128.62942939999999226 35.8681428000000011),"2031","436778120",#0d0887,"3969387.112","466545.7698","3","128.6294294","35.8681428",,,POINT (466545.7697922463 3969387.112305162)
