field_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"123","1344441655",#0d0887,"3966394.4567292538","464637.4337466142","3","128.608424","35.8410941",,,POINT (464637.4337466142 3966394.4567292538)
"124","1344375245",#0d0887,"3966419.369913171","464460.038248301","3","128.6064586","35.8413123",,,POINT (464460.038248301 3966419.369913171)
"125","4641935589",#0d0887,"3966289.802608377","464583.66807574505","3","128.6078333","35.8401486",,,POINT (464583.66807574505 3966289.802608377)
"128","4641928480",#0d0887,"3966363.62636608","464892.3923643366","3","128.6112485","35.8408253",,,POINT (464892.3923643366 3966363.62636608)
"137","365377373",#0d0887,"3967085.3346736673","464586.67604218377","3","128.6078313","35.8473212",,,POINT (464586.67604218377 3967085.3346736673)
"138","3019480729",#0d0887,"3967073.419896917","464714.8318201641","3","128.609251","35.8472184",,,POINT (464714.83182016405 3967073.4198969174)
"139","2108389240",#0d0887,"3967086.190071914","464578.03746050096","4","128.6077356","35.8473286",,,POINT (464578.03746050096 3967086.190071914)
"140","2569235979",#0d0887,"3967169.400989392","464602.2108974925","3","128.6079996","35.8480797",,,POINT (464602.2108974925 3967169.4009893914)
"150","365377399",#0d0887,"3967913.4801835753","464694.06054912513","4","128.6089838","35.8547916",,,POINT (464694.06054912513 3967913.4801835753)
"151","7105462574",#0d0887,"3967926.218850452","464692.6396699275","4","128.6089675","35.8549064",,,POINT (464692.6396699275 3967926.218850452)
"152","436859506",#0d0887,"3967914.0831646128","464684.72649157234","4","128.6088804","35.8547967",,,POINT (464684.72649157234 3967914.0831646128)
"153","4636506754",#0d0887,"3967892.337234986","464878.3310632842","3","128.6110255","35.8546076",,,POINT (464878.3310632842 3967892.337234986)
"154","4636506752",#0d0887,"3967853.125414465","464695.6071345928","3","128.6090036","35.8542475",,,POINT (464695.6071345928 3967853.125414465)
"159","4629883889",#0d0887,"3965680.527311409","464831.22521099","3","128.6106013","35.8346643",,,POINT (464831.22521099 3965680.527311409)
"160","365380149",#0d0887,"3968771.446167248","464872.72637557134","3","128.6109247","35.8625334",,,POINT (464872.72637557134 3968771.4461672483)
"161","370376589",#0d0887,"3968789.633125466","464887.43403765233","3","128.6110868","35.8626979",,,POINT (464887.43403765233 3968789.633125466)
"187","365388638",#0d0887,"3967925.6487112255","464555.2993756783","3","128.6074465","35.8548963",,,POINT (464555.2993756783 3967925.6487112255)
"188","7105462572",#0d0887,"3967937.0713816094","464552.9162958293","4","128.6074196","35.8549992",,,POINT (464552.9162958293 3967937.0713816094)
"189","5303789630",#0d0887,"3967929.132332877","464524.6854510624","3","128.6071073","35.8549266",,,POINT (464524.68545106234 3967929.132332877)
"190","365388652",#0d0887,"3965702.749495943","464312.2602264113","3","128.6048543","35.8348459",,,POINT (464312.2602264113 3965702.749495943)
"191","5303766484",#0d0887,"3965716.211112169","464332.3288677789","3","128.6050759","35.834968",,,POINT (464332.3288677789 3965716.211112169)
"192","414665672",#0d0887,"3965659.646883015","464502.6476057372","5","128.6069642","35.8344642",,,POINT (464502.6476057372 3965659.646883015)
"193","4676209637",#0d0887,"3965697.956609471","464285.1456625146","3","128.6045543","35.8348017",,,POINT (464285.1456625146 3965697.956609471)
"214","3793702412",#0d0887,"3968983.959098281","465499.8875291422","3","128.6178619","35.8644717",,,POINT (465499.8875291422 3968983.959098281)
"215","3790353800",#0d0887,"3968775.131853517","465684.2024016563","4","128.6199124","35.8625954",,,POINT (465684.2024016563 3968775.131853517)
"216","4836086116",#0d0887,"3968813.209236504","465772.6764999165","3","128.6208907","35.8629418",,,POINT (465772.67649991653 3968813.2092365036)
"251","3793702413",#0d0887,"3969167.043052218","465622.8624494663","3","128.6192161","35.8661267",,,POINT (465622.8624494663 3969167.043052218)
"252","3793705889",#0d0887,"3969009.6206956464","465526.4769325179","3","128.6181553","35.864704",,,POINT (465526.4769325179 3969009.6206956464)
"283","365781911",#0d0887,"3969418.3323659375","464968.0168542824","4","128.6119517","35.8683691",,,POINT (464968.0168542824 3969418.3323659375)
"284","3874205666",#0d0887,"3969340.174331404","464939.178205064","4","128.6116357","35.8676634",,,POINT (464939.17820506403 3969340.1743314043)
"285","3114914372",#0d0887,"3969519.4385729786","464999.6994816343","4","128.6122982","35.8692818",,,POINT (464999.69948163425 3969519.4385729786)
"286","3114914368",#0d0887,"3969428.6095869537","464890.9953663383","4","128.6110981","35.868459",,,POINT (464890.9953663383 3969428.6095869537)
"287","3874205663",#0d0887,"3969411.7644802975","465010.4040057831","3","128.6124215","35.8683114",,,POINT (465010.4040057831 3969411.7644802975)
"324","365782404",#0d0887,"3967125.08667035","464122.03795108665","4","128.6026842","35.8476627",,,POINT (464122.03795108665 3967125.08667035)
"325","1354444692",#0d0887,"3967056.593517264","464120.1614224176","3","128.6026665","35.8470451",,,POINT (464120.16142241756 3967056.5935172644)
"328","443540890",#0d0887,"3967113.264838567","464252.96530722274","4","128.6041346","35.8475609",,,POINT (464252.96530722274 3967113.264838567)
"329","366657160",#0d0887,"3969149.16984769","465360.2079296984","3","128.6163076","35.8659563",,,POINT (465360.20792969834 3969149.16984769)
"330","4864256046",#0d0887,"3969187.800024759","465239.2197273317","4","128.6149658","35.8663003",,,POINT (465239.2197273317 3969187.800024759)
"331","366657159",#0d0887,"3969219.2658764","465214.0377906625","3","128.6146855","35.8665831",,,POINT (465214.0377906625 3969219.2658764003)
"332","8253678746",#0d0887,"3969244.514618556","465224.1404089666","3","128.6147963","35.8668111",,,POINT (465224.1404089666 3969244.5146185555)
"333","4864256044",#0d0887,"3969104.032678848","465170.0315129653","3","128.6142031","35.8655426",,,POINT (465170.03151296533 3969104.0326788477)
"334","3793705902",#0d0887,"3969182.816870546","465485.9577278061","3","128.617699","35.8662641",,,POINT (465485.9577278061 3969182.816870546)
"335","4864256049",#0d0887,"3969245.851765179","465253.5592120431","4","128.6151221","35.8668242",,,POINT (465253.55921204307 3969245.851765179)
"391","366657639",#0d0887,"3968740.911880175","465446.03018825606","4","128.6172759","35.8622785",,,POINT (465446.03018825606 3968740.9118801747)
"392","366659246",#0d0887,"3968049.962213408","464849.3507180773","4","128.6106976","35.8560277",,,POINT (464849.35071807733 3968049.9622134077)
"393","369783246",#0d0887,"3968076.859991972","464785.06082110736","4","128.6099844","35.8562679",,,POINT (464785.06082110736 3968076.859991972)
"394","7105462583",#0d0887,"3967914.1425091056","464825.5051169943","3","128.6104395","35.8548023",,,POINT (464825.50511699426 3967914.1425091056)
"396","366659250",#0d0887,"3968210.574772265","464877.9261899988","4","128.611007","35.8574768",,,POINT (464877.92618999875 3968210.574772265)
"397","369783299",#0d0887,"3968222.1918939617","464829.44974729785","3","128.6104696","35.8575798",,,POINT (464829.44974729785 3968222.1918939617)
"403","4864255609",#0d0887,"3968539.0833669305","464838.4495100283","3","128.6105553","35.8604372",,,POINT (464838.4495100283 3968539.0833669305)
"483","369750670",#0d0887,"3968361.34518293","464491.3438512345","1","128.6067188","35.8588222",,,POINT (464491.34385123453 3968361.34518293)
"484","1659342494",#0d0887,"3968371.709169751","464448.8589261102","4","128.6062478","35.8589141",,,POINT (464448.8589261102 3968371.7091697506)
"486","443197703",#0d0887,"3968039.6682716254","464500.21748528886","3","128.6068314","35.8559223",,,POINT (464500.21748528886 3968039.6682716254)
"487","369750685",#0d0887,"3967444.842886988","464484.13732258725","1","128.6066798","35.8505588",,,POINT (464484.13732258725 3967444.8428869876)
"488","5303789624",#0d0887,"3967232.54420992","464389.794467431","3","128.6056445","35.8486413",,,POINT (464389.794467431 3967232.5442099194)
"489","369750781",#0d0887,"3968259.578186375","464494.8081458383","1","128.6067617","35.8579048",,,POINT (464494.8081458383 3968259.578186375)
"490","443202730",#0d0887,"3968012.705770011","464535.9015239592","3","128.6072278","35.8556805",,,POINT (464535.9015239592 3968012.705770011)
"550","369769024",#0d0887,"3971611.697545577","463751.7112453897","3","128.5983792","35.8881",,,POINT (463751.7112453897 3971611.697545577)
"551","4639022320",#0d0887,"3971629.7365586017","463756.0906201717","3","128.5984269","35.8882628",,,POINT (463756.09062017174 3971629.7365586017)
"552","6172723286",#0d0887,"3971489.720733333","463720.134118437","4","128.5980349","35.8869991",crossing,,POINT (463720.134118437 3971489.7207333334)
"553","5303789661",#0d0887,"3971441.709349404","463903.0626046149","4","128.6000638","35.886573",crossing,,POINT (463903.0626046149 3971441.7093494036)
"619","7105477685",#0d0887,"3967907.2779650935","464883.7720395666","4","128.6110851","35.8547425",,,POINT (464883.7720395666 3967907.2779650935)
"620","369783249",#0d0887,"3968117.387355306","464671.3995959888","3","128.6087238","35.8566292",,,POINT (464671.3995959888 3968117.3873553067)
"621","7105462582",#0d0887,"3967922.9529756415","464752.2029681223","3","128.6096273","35.8548791",,,POINT (464752.20296812226 3967922.9529756415)
"622","436859560",#0d0887,"3968186.8086054223","464657.582738152","3","128.6085677","35.8572546",,,POINT (464657.58273815195 3968186.8086054223)
"714","370368456",#0d0887,"3968906.380571213","464809.7570830748","1","128.6102213","35.8637477",,,POINT (464809.7570830748 3968906.380571213)
"715","370368619",#0d0887,"3968746.479650642","464683.5588527346","3","128.6088306","35.8623015",,,POINT (464683.5588527346 3968746.479650642)
"716","370368459",#0d0887,"3968892.891432846","464782.4193033725","1","128.6099191","35.8636251",,,POINT (464782.4193033725 3968892.891432846)
"717","370368462",#0d0887,"3968853.17942093","464733.5430924789","3","128.6093795","35.8632653",,,POINT (464733.5430924789 3968853.17942093)
"718","443545443",#0d0887,"3968757.184583526","464652.6516131872","4","128.6084878","35.8623969",,,POINT (464652.65161318716 3968757.184583526)
"719","4864212618",#0d0887,"3968878.8420522334","464745.4097020223","3","128.6095098","35.8634971",,,POINT (464745.4097020223 3968878.8420522343)
"720","370368466",#0d0887,"3968724.8180766623","464636.4330107298","4","128.6083096","35.8621045",crossing,,POINT (464636.4330107298 3968724.8180766623)
"721","7117301030",#0d0887,"3968711.677247394","464627.487159856","3","128.6082111","35.8619857",,,POINT (464627.487159856 3968711.677247394)
"722","3114874209",#0d0887,"3968714.253892255","464651.5588310252","4","128.6084776","35.8620098",crossing,,POINT (464651.55883102515 3968714.253892255)
"723","3114874213",#0d0887,"3968737.041987943","464625.07881345606","4","128.6081833","35.8622143",crossing,,POINT (464625.07881345606 3968737.0419879425)
"724","370368470",#0d0887,"3968700.7420464735","464643.85746223165","4","128.6083929","35.8618877",,,POINT (464643.85746223165 3968700.7420464735)
"725","7117301031",#0d0887,"3968685.199499325","464633.62893581466","4","128.6082803","35.8617472",,,POINT (464633.62893581466 3968685.1994993244)
"726","370368483",#0d0887,"3968676.2274498777","464600.1778257933","1","128.6079102","35.8616651",,,POINT (464600.1778257933 3968676.2274498777)
"727","3791284262",#0d0887,"3968690.1317833946","464598.5000636222","4","128.607891","35.8617904",crossing,,POINT (464598.5000636222 3968690.1317833946)
"728","370368497",#0d0887,"3968435.844818375","464524.8879542914","1","128.607087","35.8594951",,,POINT (464524.8879542914 3968435.844818375)
"729","3114874204",#0d0887,"3968672.668621816","464624.7035425286","4","128.608182","35.8616339",crossing,,POINT (464624.7035425286 3968672.668621816)
"730","370376534",#0d0887,"3968904.882115325","465008.17837625335","3","128.6124191","35.8637413",,,POINT (465008.17837625335 3968904.8821153245)
"731","370376536",#0d0887,"3968869.156437689","464952.26783890673","3","128.6118014","35.8634172",,,POINT (464952.26783890673 3968869.1564376885)
"732","5001251228",#0d0887,"3969881.461725936","465067.5679250681","3","128.6130341","35.8725482",,,POINT (465067.5679250681 3969881.4617259363)
"733","3110812539",#0d0887,"3968192.3698609737","464634.30970348086","4","128.6083097","35.8573039",,,POINT (464634.30970348086 3968192.3698609737)
"734","370376582",#0d0887,"3968697.189316213","464789.06028508645","3","128.6100013","35.8618609",,,POINT (464789.06028508645 3968697.189316213)
"735","2893374421",#0d0887,"3968511.600985848","464679.46836182725","3","128.6087957","35.8601837",,,POINT (464679.46836182725 3968511.600985848)
"736","3114874196",#0d0887,"3968627.2945115143","464754.7974077078","4","128.6096249","35.8612295",crossing,,POINT (464754.7974077078 3968627.2945115147)
"737","3793705704",#0d0887,"3969635.3291829713","465163.3888260502","3","128.6141063","35.8703325",,,POINT (465163.3888260502 3969635.3291829713)
"738","370376659",#0d0887,"3969382.058754654","465272.3317744556","3","128.6153241","35.8680529",crossing,,POINT (465272.3317744556 3969382.058754654)
"739","4864256056",#0d0887,"3969377.384250759","465310.2759591521","3","128.6157446","35.8680121",,,POINT (465310.2759591521 3969377.384250759)
"740","3874636609",#0d0887,"3969398.653840196","465119.8429244224","4","128.6136343","35.8681971",,,POINT (465119.8429244224 3969398.6538401963)
"741","4864256051",#0d0887,"3969301.711923753","465247.02609494457","3","128.6150473","35.8673276",,,POINT (465247.02609494457 3969301.711923753)
"742","370388642",#0d0887,"3965674.951822338","464208.6620667247","3","128.6037085","35.8345915",,,POINT (464208.6620667247 3965674.951822338)
"743","436784832",#0d0887,"3965644.938214544","464132.1044626163","3","128.6028622","35.8343181",,,POINT (464132.1044626163 3965644.9382145437)
"744","4676209636",#0d0887,"3965732.5688371942","464217.6019424396","3","128.6038049","35.8351113",,,POINT (464217.6019424396 3965732.5688371947)
"932","370486508",#0d0887,"3968290.965851019","464351.9316888653","3","128.6051779","35.8581826",,,POINT (464351.93168886524 3968290.965851019)
"933","2554013950",#0d0887,"3968278.8018250167","464298.9449790671","3","128.6045916","35.858071",,,POINT (464298.9449790671 3968278.8018250167)
"934","370486509",#0d0887,"3968275.2063533454","464354.3149601354","3","128.605205","35.8580406",crossing,,POINT (464354.3149601354 3968275.2063533464)
"935","2521966940",#0d0887,"3968379.800022092","464318.3232030129","3","128.6048017","35.8589823",,,POINT (464318.32320301293 3968379.8000220917)
"936","2521966934",#0d0887,"3968288.553682524","464366.9915006079","3","128.6053448","35.8581614",,,POINT (464366.99150060787 3968288.553682524)
"937","2607661757",#0d0887,"3968149.619110428","464301.7996807111","3","128.604629","35.8569064",,,POINT (464301.79968071106 3968149.619110428)
"939","1362695850",#0d0887,"3967945.849003649","464320.4705926213","3","128.6048449","35.8550699",,,POINT (464320.47059262125 3967945.8490036493)
"941","7105462569",#0d0887,"3967963.670806841","464222.3024757325","4","128.6037569","35.855227",,,POINT (464222.3024757325 3967963.6708068405)
"991","414665115",#0d0887,"3970297.1510503194","464268.9940716574","5","128.6041694","35.8762672",,,POINT (464268.9940716574 3970297.1510503185)
"992","8257688113",#0d0887,"3970392.130872543","464216.1648152272","3","128.6035799","35.8771216",,,POINT (464216.16481522715 3970392.130872543)
"993","8257688110",#0d0887,"3970306.278498238","464192.58113104966","4","128.6033225","35.8763467",,,POINT (464192.58113104966 3970306.278498238)
"994","8253678741",#0d0887,"3970258.129269948","464423.2080898109","3","128.6058795","35.875921",,,POINT (464423.2080898109 3970258.1292699478)
"995","3110969641",#0d0887,"3970277.105238676","464209.6322277146","4","128.6035127","35.8760843",,,POINT (464209.63222771464 3970277.1052386756)
"996","3110969636",#0d0887,"3970230.1125616576","464302.2493188982","3","128.6045408","35.875664",,,POINT (464302.2493188982 3970230.1125616576)
"1040","414665144",#0d0887,"3971807.1467320463","463942.5462562779","3","128.6004847","35.8898692",,,POINT (463942.5462562779 3971807.1467320463)
"1041","5586151415",#0d0887,"3971820.0712708174","463952.68957930896","4","128.6005965","35.8899861",crossing,,POINT (463952.68957930896 3971820.0712708184)
"1042","5586151416",#0d0887,"3971815.218613893","463929.6547524527","4","128.6003415","35.8899415",crossing,,POINT (463929.6547524527 3971815.218613893)
"1043","5586151427",#0d0887,"3971781.5510462215","463985.114298676","3","128.6009575","35.88964",,,POINT (463985.11429867597 3971781.5510462215)
"1058","414665158",#0d0887,"3969347.033948503","465552.0706962571","4","128.6184242","35.867747",,,POINT (465552.0706962571 3969347.033948503)
"1059","3793705724",#0d0887,"3969365.773643196","465567.536506412","4","128.6185947","35.8679165",crossing,,POINT (465567.53650641197 3969365.773643196)
"1060","3793705723",#0d0887,"3969348.6403321256","465535.5015825792","4","128.6182406","35.8677609",crossing,,POINT (465535.50158257916 3969348.6403321256)
"1061","3793705726",#0d0887,"3969332.9503073455","465545.74127908994","4","128.6183547","35.8676198",crossing,,POINT (465545.74127908994 3969332.9503073455)
"1123","414665212",#0d0887,"3971473.688345007","463715.9885042741","4","128.5979897","35.8868544",,,POINT (463715.9885042741 3971473.688345007)
"1124","6172723285",#0d0887,"3971467.941173864","463737.9969597128","4","128.5982338","35.8868034",crossing,,POINT (463737.9969597128 3971467.9411738636)
"1125","6172723287",#0d0887,"3971478.262609348","463698.7047883595","4","128.597798","35.886895",crossing,,POINT (463698.7047883595 3971478.2626093477)
"1131","2569235091",#0d0887,"3967883.3067875695","464973.8001089584","3","128.6120832","35.8545296",,,POINT (464973.80010895844 3967883.3067875695)
"1144","414665234",#0d0887,"3972029.1003001286","462981.1062640209","4","128.5898219","35.8918344",,,POINT (462981.1062640209 3972029.1003001286)
"1146","7580082331",#0d0887,"3972050.937189305","463037.208696401","3","128.5904425","35.8920334",,,POINT (463037.208696401 3972050.937189305)
"1148","7580082333",#0d0887,"3972134.6852892498","462977.3797836686","3","128.5897757","35.8927862",,,POINT (462977.3797836686 3972134.6852892498)
"1214","3738923062",#0d0887,"3965659.140401413","464568.0627041715","3","128.6076885","35.834462",,,POINT (464568.0627041715 3965659.140401413)
"1215","3738923082",#0d0887,"3965567.8202166623","464516.66658966907","3","128.6071235","35.8336368",,,POINT (464516.66658966907 3965567.8202166623)
"1216","436859361",#0d0887,"3965939.807212956","464510.392867265","3","128.6070375","35.8369904",,,POINT (464510.392867265 3965939.8072129562)
"1217","5305241469",#0d0887,"3965684.471695883","464259.89258697216","3","128.6042753","35.8346792",,,POINT (464259.89258697216 3965684.471695883)
"1354","4636776740",#0d0887,"3970531.650305557","464712.0848525296","4","128.6090675","35.8783975",,,POINT (464712.0848525296 3970531.650305557)
"1356","420450756",#0d0887,"3970431.022024296","464536.5607279759","3","128.6071275","35.8774839",,,POINT (464536.5607279759 3970431.0220242958)
"1357","4636808667",#0d0887,"3970411.991229472","464522.2126994453","3","128.6069694","35.8773118",,,POINT (464522.2126994453 3970411.9912294718)
"1358","4636851857",#0d0887,"3970444.1852024007","464556.4908179708","3","128.6073477","35.8776033",,,POINT (464556.49081797077 3970444.1852024007)
"1359","4636876816",#0d0887,"3970378.429054603","464674.10962656245","3","128.6086536","35.8770147",,,POINT (464674.10962656245 3970378.429054603)
"1443","5537626659",#0d0887,"3971278.272034911","463666.2004461778","3","128.597447","35.8850907",,,POINT (463666.2004461778 3971278.2720349105)
"1449","420451411",#0d0887,"3971535.8243899","463479.1368282351","3","128.5953627","35.8874058",,,POINT (463479.1368282351 3971535.8243898996)
"1450","4639022306",#0d0887,"3971523.781603403","463526.76121583575","3","128.5958909","35.887299",,,POINT (463526.76121583575 3971523.781603403)
"1451","4639022338",#0d0887,"3971601.811641918","463227.26759263553","4","128.5925691","35.8879913",,,POINT (463227.26759263553 3971601.811641918)
"1474","420452146",#0d0887,"3970155.771817168","464413.4794228348","3","128.6057763","35.8749978",,,POINT (464413.47942283476 3970155.771817168)
"1475","8257688096",#0d0887,"3970155.387282889","464393.32018174336","4","128.605553","35.8749936",,,POINT (464393.32018174336 3970155.387282889)
"1476","6196560301",#0d0887,"3970103.1954966094","464386.6370919922","3","128.6054813","35.8745228",,,POINT (464386.6370919922 3970103.1954966104)
"1477","8257688097",#0d0887,"3970233.663216039","464447.5367906665","4","128.6061501","35.8757013",,,POINT (464447.5367906665 3970233.663216039)
"1519","420452847",#0d0887,"3973308.376636356","463572.6643834779","4","128.5963178","35.9033904",,,POINT (463572.6643834779 3973308.376636356)
"1520","3969143772",#0d0887,"3973252.4115640777","463571.9548783658","3","128.5963125","35.9028858",,,POINT (463571.9548783658 3973252.4115640777)
"1521","5103640813",#0d0887,"3973288.868067992","463427.6314616697","3","128.5947115","35.9032091",,,POINT (463427.6314616697 3973288.8680679915)
"1522","3110817181",#0d0887,"3973333.032714006","463572.7752802458","3","128.5963179","35.9036127",,,POINT (463572.77528024587 3973333.032714006)
"1717","436666350",#0d0887,"3973023.394761207","462895.9215186904","4","128.5888317","35.9007956",,,POINT (462895.92151869036 3973023.394761207)
"1721","5170779144",#0d0887,"3972891.13843533","462906.5913382522","3","128.5889561","35.8996036",,,POINT (462906.59133825224 3972891.13843533)
"1722","5303789712",#0d0887,"3973006.727628822","462955.7636182096","3","128.5894956","35.9006476",,,POINT (462955.7636182096 3973006.727628822)
"2058","436784834",#0d0887,"3965819.2497295863","464066.8900604561","4","128.6021323","35.8358873",,,POINT (464066.8900604561 3965819.2497295868)
"2059","790822565",#0d0887,"3965884.330904081","464229.0271137507","4","128.6039246","35.83648",,,POINT (464229.0271137507 3965884.330904081)
"2061","436784836",#0d0887,"3966057.8612213614","464058.3140225082","3","128.6020266","35.8380383",mini_roundabout,,POINT (464058.3140225082 3966057.8612213614)
"2062","1355770148",#0d0887,"3966063.383350296","464075.026447799","3","128.6022114","35.8380887",,,POINT (464075.026447799 3966063.3833502964)
"2101","436787317",#0d0887,"3964607.900310759","464608.7333121919","3","128.6081854","35.8249855",,,POINT (464608.73331219185 3964607.900310759)
"2102","436787373",#0d0887,"3964632.427646887","464696.4498429982","4","128.6091554","35.8252098",,,POINT (464696.4498429982 3964632.427646887)
"2103","436859326",#0d0887,"3964890.586430464","464517.51598002","1","128.607163","35.8275309",,,POINT (464517.51598002 3964890.5864304635)
"2104","1439317556",#0d0887,"3963822.218716683","464926.3102733296","3","128.6117357","35.8179132",,,POINT (464926.31027332955 3963822.218716683)
"2105","436787323",#0d0887,"3964640.281410808","464765.69963108806","5","128.6099217","35.8252831",traffic_signals,,POINT (464765.69963108806 3964640.281410808)
"2106","4629883734",#0d0887,"3964761.976402672","464787.9262641525","3","128.6101624","35.8263811",,,POINT (464787.9262641525 3964761.9764026715)
"2107","436787384",#0d0887,"3964735.61816658","464691.8577431493","3","128.6091","35.82614",,,POINT (464691.8577431493 3964735.6181665803)
"2108","8247898085",#0d0887,"3964480.915689783","464830.92397621134","3","128.6106508","35.8238486",,,POINT (464830.92397621134 3964480.915689783)
"2109","8247898074",#0d0887,"3964669.989405477","464847.9801776309","3","128.6108313","35.8255539",,,POINT (464847.98017763084 3964669.989405477)
"2110","8247939563",#0d0887,"3963906.767940387","464979.5822179932","3","128.6123217","35.8186774",,,POINT (464979.5822179932 3963906.767940387)
"2111","4629883728",#0d0887,"3964761.482292834","464681.0043804349","3","128.6089787","35.8263728",,,POINT (464681.0043804349 3964761.4822928347)
"2135","436801568",#0d0887,"3966401.675075679","464265.7640888768","4","128.6043082","35.8411457",,,POINT (464265.7640888768 3966401.675075679)
"2136","1344375242",#0d0887,"3966417.784818583","464355.154870812","3","128.6052973","35.8412942",,,POINT (464355.154870812 3966417.784818583)
"2137","811087636",#0d0887,"3966465.069603764","464258.5518513799","4","128.6042255","35.841717",,,POINT (464258.5518513799 3966465.0696037635)
"2138","790573266",#0d0887,"3966385.0689469","464140.3732396659","3","128.6029205","35.8409914",,,POINT (464140.3732396659 3966385.0689469003)
"2139","436834163",#0d0887,"3966135.174548619","464292.12348637526","4","128.604612","35.8387439",,,POINT (464292.12348637526 3966135.174548619)
"2140","436801570",#0d0887,"3966424.380766824","464391.7750641573","3","128.6057025","35.841355",,,POINT (464391.7750641573 3966424.3807668244)
"2141","1344375266",#0d0887,"3966423.45737009","464433.7835275835","4","128.6061677","35.8413482",,,POINT (464433.7835275835 3966423.4573700903)
"2142","1344375317",#0d0887,"3966442.574895409","464390.73757031513","3","128.6056902","35.841519",,,POINT (464390.73757031513 3966442.5748954085)
"2362","436810723",#0d0887,"3970983.2596100895","464458.671392341","3","128.60624","35.88246",,,POINT (464458.671392341 3970983.2596100904)
"2365","4636851870",#0d0887,"3970991.4540277454","464368.4682435085","3","128.6052403","35.8825306",,,POINT (464368.46824350854 3970991.4540277454)
"2367","436810725",#0d0887,"3970998.055096957","464231.0060146069","4","128.6037171","35.8825851",,,POINT (464231.0060146069 3970998.0550969564)
"2368","436810728",#0d0887,"3970990.012655855","464127.45947104215","3","128.6025703","35.8825088",,,POINT (464127.45947104215 3970990.012655855)
"2369","4864256185",#0d0887,"3971102.767418619","464231.6561755948","3","128.6037196","35.8835292",,,POINT (464231.6561755948 3971102.767418619)
"2370","4649113948",#0d0887,"3970771.216074592","464323.0418616567","4","128.6047469","35.8805433",,,POINT (464323.04186165665 3970771.216074592)
"2371","5537592335",#0d0887,"3971040.346155041","464121.95047875127","3","128.602507","35.8829624",,,POINT (464121.95047875127 3971040.346155041)
"2372","5537592339",#0d0887,"3970914.5147519615","464143.3368694393","3","128.6027496","35.8818287",,,POINT (464143.3368694393 3970914.5147519615)
"2893","1355770160",#0d0887,"3966131.5147071215","464281.0634255537","3","128.6044897","35.8387105",,,POINT (464281.06342555373 3966131.5147071215)
"2894","1355770154",#0d0887,"3966133.8011682495","464365.8313377159","3","128.6054282","35.8387342",,,POINT (464365.83133771585 3966133.8011682504)
"2895","9552030650",#0d0887,"3966000.79578044","464340.34120913193","3","128.6051519","35.8375341",,,POINT (464340.34120913193 3966000.7957804403)
"2897","1361272852",#0d0887,"3966939.2178483102","464244.756757757","3","128.6040515","35.8459914",,,POINT (464244.75675775704 3966939.2178483102)
"2899","1361272847",#0d0887,"3966858.254925201","464402.9333397248","3","128.6058067","35.8452672",,,POINT (464402.93333972484 3966858.254925201)
"2900","436834166",#0d0887,"3967029.974920132","464254.018974122","3","128.60415","35.84681",,,POINT (464254.018974122 3967029.9749201317)
"2901","436834167",#0d0887,"3967057.5362975374","464262.4564704541","3","128.6042422","35.8470588",,,POINT (464262.4564704541 3967057.5362975383)
"2902","1361272860",#0d0887,"3966949.563124196","464388.3106626939","3","128.6056407","35.8460899",,,POINT (464388.3106626939 3966949.5631241957)
"2933","436835294",#0d0887,"3971270.0281612654","464308.162039668","4","128.6045597","35.88504",,,POINT (464308.162039668 3971270.0281612664)
"2935","697238396",#0d0887,"3971407.601532142","464118.190866234","4","128.6024488","35.8862734",,,POINT (464118.19086623396 3971407.601532142)
"2936","4864256116",#0d0887,"3971319.9104700135","464345.6321528702","4","128.6049726","35.8854911",,,POINT (464345.6321528702 3971319.9104700135)
"2937","4864256195",#0d0887,"3971216.454703631","464267.4181358442","4","128.6041107","35.8845555",,,POINT (464267.4181358442 3971216.454703631)
"2960","436837260",#0d0887,"3969064.361768745","464622.45387019584","3","128.6081397","35.8651653",,,POINT (464622.45387019584 3969064.361768745)
"2961","3114914357",#0d0887,"3969018.564435298","464611.5446936492","4","128.6080209","35.864752",,,POINT (464611.5446936492 3969018.564435298)
"2962","3874205682",#0d0887,"3969109.4068516586","464635.6440696304","3","128.6082838","35.8655719",,,POINT (464635.64406963036 3969109.4068516586)
"2963","3874205674",#0d0887,"3969041.967698248","464702.914748373","4","128.6090319","35.8649663",,,POINT (464702.91474837303 3969041.9676982476)
"3024","436838021",#0d0887,"3969927.0326362974","464681.16772080417","4","128.6087518","35.8729452",,,POINT (464681.16772080417 3969927.0326362974)
"3025","7713250256",#0d0887,"3969872.9799239584","464679.3716221978","3","128.6087343","35.8724578",,,POINT (464679.3716221978 3969872.9799239584)
"3026","3114914404",#0d0887,"3969936.40909855","464721.7292311463","3","128.6092007","35.8730312",,,POINT (464721.7292311463 3969936.40909855)
"3027","3874205697",#0d0887,"3969916.616468337","464645.4677353287","4","128.6083568","35.87285",,,POINT (464645.46773532865 3969916.616468337)
"3028","3874636649",#0d0887,"3970014.824974244","464685.9063048826","3","128.6088004","35.8737369",,,POINT (464685.9063048826 3970014.824974244)
"3245","1356044208",#0d0887,"3966481.930772353","464192.26072358165","3","128.6034907","35.8418666",,,POINT (464192.26072358165 3966481.9307723525)
