field_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"9817","2521966959",#0d0887,"3968577.223169741","464531.54132121865","3","128.6071544","35.86077",,,POINT (464531.54132121865 3968577.223169741)
"9818","2607665814",#0d0887,"3968493.3846154106","464489.68979548657","3","128.6066946","35.8600126",,,POINT (464489.68979548657 3968493.3846154106)
"9819","2521966961",#0d0887,"3968585.381044879","464499.7747166783","4","128.6068022","35.8608424",,,POINT (464499.7747166783 3968585.3810448786)
"9821","2521966963",#0d0887,"3968599.843108303","464541.4825640606","3","128.6072635","35.8609743",,,POINT (464541.4825640606 3968599.843108303)
"9822","2521966965",#0d0887,"3968611.834688672","464397.7206875238","4","128.6056707","35.8610772",,,POINT (464397.7206875238 3968611.834688672)
"9823","2521966964",#0d0887,"3968608.99200573","464505.982109676","4","128.6068699","35.8610555",,,POINT (464505.982109676 3968608.99200573)
"9824","2521966968",#0d0887,"3968621.806932731","464551.8545024913","3","128.6073774","35.8611727",,,POINT (464551.8545024913 3968621.806932731)
"9825","2521966970",#0d0887,"3968636.2560454174","464403.7329718076","4","128.6057362","35.8612976",,,POINT (464403.7329718076 3968636.2560454183)
"9826","2521966969",#0d0887,"3968632.29274205","464512.1069650155","4","128.6069367","35.8612658",,,POINT (464512.1069650155 3968632.29274205)
"9827","2521966971",#0d0887,"3968640.3962418833","464295.8292640989","3","128.6045409","35.861331",,,POINT (464295.8292640989 3968640.3962418833)
"9828","3812502170",#0d0887,"3968636.75696735","464279.68923035776","3","128.6043623","35.8612976",,,POINT (464279.68923035776 3968636.75696735)
"9829","3812502169",#0d0887,"3968636.817954024","464294.7764910494","3","128.6045294","35.8612987",,,POINT (464294.7764910494 3968636.8179540243)
"9830","2521966972",#0d0887,"3968644.2007210255","464562.8781835348","3","128.6074985","35.861375",,,POINT (464562.8781835348 3968644.2007210255)
"9831","2521966974",#0d0887,"3968660.012584625","464409.5800274879","4","128.6057999","35.861512",,,POINT (464409.5800274879 3968660.0125846253)
"9832","2521966973",#0d0887,"3968656.16964968","464518.3785635312","4","128.6070051","35.8614813",,,POINT (464518.3785635312 3968656.16964968)
"9833","2521966975",#0d0887,"3968662.978860438","464301.22042732016","3","128.6045996","35.8615348",,,POINT (464301.22042732016 3968662.978860438)
"9834","2521966977",#0d0887,"3968669.435523101","464573.5069162309","3","128.6076151","35.8616029",,,POINT (464573.5069162309 3968669.435523101)
"9835","2521966979",#0d0887,"3968681.874373576","464414.95895388536","4","128.6058585","35.8617093",,,POINT (464414.95895388536 3968681.8743735757)
"9836","2521966980",#0d0887,"3968681.963323938","464525.16343618487","4","128.6070791","35.8617141",,,POINT (464525.16343618487 3968681.963323938)
"9837","2521966981",#0d0887,"3968688.028453666","464308.201555281","3","128.6046758","35.8617609",,,POINT (464308.201555281 3968688.028453666)
"9838","2521966978",#0d0887,"3968677.70217488","464305.4873224405","3","128.6046462","35.8616677",,,POINT (464305.4873224405 3968677.70217488)
"9839","2521966982",#0d0887,"3968689.286384456","464257.7092321662","4","128.6041165","35.8617704",,,POINT (464257.7092321662 3968689.2863844554)
"9841","2607665812",#0d0887,"3968695.0399699463","464591.5315518744","3","128.6078136","35.8618344",,,POINT (464591.53155187436 3968695.0399699467)
"9842","2521966983",#0d0887,"3968708.470571488","464313.5569226731","3","128.6047342","35.8619454",,,POINT (464313.5569226731 3968708.470571488)
"9843","2521966985",#0d0887,"3968708.822120415","464421.5862455689","4","128.6059307","35.8619525",,,POINT (464421.58624556893 3968708.822120415)
"9844","3791284268",#0d0887,"3968722.438093409","464535.7089849957","4","128.6071941","35.8620794",,,POINT (464535.7089849957 3968722.4380934085)
"9846","2521966987",#0d0887,"3968734.242021544","464320.3151826056","4","128.6048079","35.862178",,,POINT (464320.3151826056 3968734.242021544)
"9847","3791284270",#0d0887,"3968749.422812341","464431.1305717792","4","128.6060346","35.8623189",,,POINT (464431.1305717792 3968749.4228123412)
"9850","3812289422",#0d0887,"3968810.220090085","464361.1423561928","3","128.6052567","35.8628645",,,POINT (464361.1423561928 3968810.220090085)
"9851","3812289421",#0d0887,"3968769.3697268185","464350.26955650194","3","128.6051381","35.8624958",,,POINT (464350.26955650194 3968769.3697268185)
"10009","2569235096",#0d0887,"3967549.0268480554","464933.37531834753","3","128.6116502","35.8515143",,,POINT (464933.37531834753 3967549.0268480545)
"10012","2569235105",#0d0887,"3967059.8609977225","464860.8343477296","3","128.6108684","35.8471014",,,POINT (464860.8343477296 3967059.8609977225)
"10013","2569235881",#0d0887,"3967069.1085463497","464761.2666131677","3","128.6097654","35.8471812",,,POINT (464761.2666131677 3967069.1085463497)
"10015","2569235531",#0d0887,"3967564.9216025937","464677.0908258786","3","128.6088113","35.8516484",,,POINT (464677.0908258786 3967564.9216025937)
"10016","2569235649",#0d0887,"3967432.844626009","464757.6336337449","3","128.6097091","35.8504605",,,POINT (464757.6336337449 3967432.844626009)
"10017","2893374443",#0d0887,"3967292.726354826","464621.6863222209","3","128.6082098","35.8491923",,,POINT (464621.6863222209 3967292.7263548262)
"10022","2569235880",#0d0887,"3967170.28113844","464751.02352765016","4","128.6096475","35.848093",,,POINT (464751.02352765016 3967170.2811384397)
"10111","7105462570",#0d0887,"3967954.1707481295","464349.90403710166","4","128.6051705","35.855146",,,POINT (464349.90403710166 3967954.1707481295)
"10112","2607661743",#0d0887,"3968139.31540728","464348.4121236039","4","128.6051457","35.8568152",,,POINT (464348.4121236039 3968139.3154072794)
"10113","6110838584",#0d0887,"3968131.825030351","464379.550852716","3","128.6054909","35.8567488",,,POINT (464379.55085271597 3968131.825030351)
"10114","2607661751",#0d0887,"3968306.326961966","464418.0774595939","3","128.6059098","35.8583235",,,POINT (464418.0774595939 3968306.326961966)
"10115","6110837178",#0d0887,"3968040.7932017366","464331.1295390949","3","128.6049587","35.8559263",,,POINT (464331.1295390949 3968040.7932017366)
"10116","6110838986",#0d0887,"3968204.885777229","464401.235643927","3","128.6057278","35.8574083",,,POINT (464401.235643927 3968204.885777229)
"10696","3738923142",#0d0887,"3965561.906301388","464280.3870719769","3","128.6045077","35.8335749",,,POINT (464280.3870719769 3965561.9063013876)
"10697","5303766492",#0d0887,"3965620.941426272","464333.6875581353","3","128.6050952","35.8341091",,,POINT (464333.6875581353 3965620.9414262716)
"11340","2893374426",#0d0887,"3968363.825706178","464652.6841435378","3","128.6085056","35.8588504",,,POINT (464652.68414353783 3968363.825706178)
"11341","3114874192",#0d0887,"3968586.4616109114","464731.1054298967","4","128.6093643","35.8608605",crossing,,POINT (464731.1054298967 3968586.4616109105)
"11342","3114874191",#0d0887,"3968580.328736076","464739.2610130685","4","128.6094549","35.8608055",crossing,,POINT (464739.2610130685 3968580.3287360757)
"11343","3114874195",#0d0887,"3968623.43588222","464760.054790125","4","128.6096833","35.8611949",crossing,,POINT (464760.054790125 3968623.4358822196)
"11344","2893374452",#0d0887,"3967267.664098945","464615.0481410096","3","128.6081374","35.8489661",,,POINT (464615.04814100964 3967267.6640989445)
"11349","2898450673",#0d0887,"3965631.905230952","464354.3243118927","1","128.6053232","35.8342087",,,POINT (464354.3243118927 3965631.905230952)
"11572","3016369781",#0d0887,"3966173.331046642","464680.79293810105","4","128.6089139","35.839102",,,POINT (464680.79293810105 3966173.3310466423)
"11573","4629883777",#0d0887,"3966280.859856077","464703.637971511","3","128.6091621","35.8400723",,,POINT (464703.637971511 3966280.859856077)
"11574","4629883776",#0d0887,"3966027.695282624","464651.6265348391","4","128.6085974","35.8377879",,,POINT (464651.6265348391 3966027.695282624)
"11575","4629883780",#0d0887,"3966152.247264151","464772.2405572564","5","128.6099274","35.8389152",,,POINT (464772.2405572564 3966152.2472641505)
"11707","3019480714",#0d0887,"3966374.544774166","464802.05312326894","3","128.6102477","35.8409205",,,POINT (464802.05312326894 3966374.544774166)
"11708","4629883779",#0d0887,"3966372.950582161","464815.23209076456","4","128.6103937","35.8409066",,,POINT (464815.23209076456 3966372.950582161)
"11709","3019481639",#0d0887,"3966458.630451978","464810.010175781","4","128.6103321","35.8416789",,,POINT (464810.010175781 3966458.6304519786)
"11710","3019480715",#0d0887,"3966549.4793287874","464818.6171467179","3","128.6104234","35.8424983",,,POINT (464818.6171467179 3966549.4793287874)
"11711","3019481668",#0d0887,"3966658.9682987593","464836.7443160789","4","128.6106193","35.8434861",,,POINT (464836.74431607884 3966658.9682987593)
"11712","3019481633",#0d0887,"3966569.426994767","464661.64123670623","4","128.6086843","35.8426725",,,POINT (464661.64123670623 3966569.4269947666)
"11715","3019480717",#0d0887,"3966851.438829714","464872.75652326","3","128.6110096","35.8452227",,,POINT (464872.75652326003 3966851.438829714)
"11716","3019481662",#0d0887,"3966847.510923383","464912.2224844929","3","128.6114468","35.8451887",,,POINT (464912.22248449293 3966847.510923383)
"11717","3019481673",#0d0887,"3966868.6582324896","464707.1688861639","4","128.6091752","35.845372",,,POINT (464707.1688861639 3966868.6582324896)
"11718","3019481675",#0d0887,"3966933.333826802","464709.585519376","3","128.6091991","35.8459552",,,POINT (464709.58551937604 3966933.3338268027)
"11719","3019481654",#0d0887,"3966580.651451156","464622.8535589053","3","128.6082543","35.8427723",,,POINT (464622.8535589053 3966580.6514511555)
"11720","3019481638",#0d0887,"3966476.381104558","464653.29480549024","4","128.608596","35.8418333",,,POINT (464653.29480549024 3966476.381104558)
"11721","3019481670",#0d0887,"3966690.655321347","464700.7414161167","4","128.6091119","35.8437669",,,POINT (464700.7414161167 3966690.655321347)
"11722","3019481655",#0d0887,"3966649.626415059","464915.5998191533","3","128.6114929","35.8434047",,,POINT (464915.5998191533 3966649.626415059)
"11767","3022042837",#0d0887,"3971885.4771280126","463817.4582759064","4","128.5990952","35.8905708",,,POINT (463817.4582759064 3971885.4771280126)
"11768","5586151429",#0d0887,"3971898.394827997","463821.12142716994","4","128.5991352","35.8906874",crossing,,POINT (463821.12142716994 3971898.3948279964)
"11769","5586151430",#0d0887,"3971879.015656276","463829.78757781873","4","128.5992321","35.890513",crossing,,POINT (463829.78757781873 3971879.015656276)
"12177","3114874199",#0d0887,"3968663.63929177","464744.1712399059","3","128.6095056","35.8615568",,,POINT (464744.1712399059 3968663.6392917694)
"12178","3110812543",#0d0887,"3968201.520987522","464664.62116623024","1","128.608645","35.8573875",,,POINT (464664.62116623024 3968201.520987522)
"12179","3110812555",#0d0887,"3968814.3718771255","464866.7125963678","3","128.6108562","35.8629202",,,POINT (464866.7125963678 3968814.3718771255)
"12180","3110812556",#0d0887,"3968866.836002532","464816.1993003576","1","128.6102944","35.8633914",,,POINT (464816.19930035755 3968866.836002532)
"12181","7966967345",#0d0887,"3971687.997774096","463954.32502608415","3","128.6006206","35.8887954",,,POINT (463954.32502608415 3971687.9977740957)
"12251","3110817169",#0d0887,"3973148.737996968","463187.5947783844","1","128.592058","35.9019367",,,POINT (463187.59477838443 3973148.7379969675)
"12252","3110817170",#0d0887,"3973156.6028020657","463277.8147478997","1","128.5930574","35.902011",,,POINT (463277.8147478997 3973156.6028020657)
"12253","3114875264",#0d0887,"3972229.941545961","463279.3435852542","3","128.5931171","35.8936564",,,POINT (463279.3435852542 3972229.9415459605)
"12325","3110969625",#0d0887,"3970163.8707007286","464177.1807154453","3","128.6031583","35.8750622",,,POINT (464177.1807154453 3970163.8707007286)
"12326","3110969615",#0d0887,"3970101.421548592","464260.2486378076","3","128.6040813","35.8745022",,,POINT (464260.24863780756 3970101.421548592)
"12328","3110969627",#0d0887,"3970183.914725681","464215.0407092077","4","128.6035768","35.8752443",,,POINT (464215.0407092077 3970183.914725681)
"12329","3110969616",#0d0887,"3970119.812091352","464295.664665626","3","128.6044728","35.8746693",,,POINT (464295.66466562595 3970119.8120913524)
"12330","3110969630",#0d0887,"3970202.693137238","464250.49418549694","4","128.6039687","35.8754149",,,POINT (464250.49418549694 3970202.693137238)
"12331","6196560295",#0d0887,"3970145.142559794","464345.6694500449","3","128.6050256","35.8748995",,,POINT (464345.6694500449 3970145.1425597942)
"12333","3110969621",#0d0887,"3970155.982707244","464341.99404465046","4","128.6049844","35.8749971",,,POINT (464341.99404465046 3970155.9827072443)
"12334","8257688092",#0d0887,"3970144.650726511","464385.0711498313","4","128.6054621","35.8748965",,,POINT (464385.0711498313 3970144.6507265107)
"12335","3110969623",#0d0887,"3970156.352832895","464162.9865526517","3","128.6030014","35.8749939",,,POINT (464162.9865526517 3970156.352832895)
"12336","3110969639",#0d0887,"3970264.720645845","464172.9591776879","4","128.603107","35.8759713",,,POINT (464172.9591776879 3970264.720645845)
"12337","3110969637",#0d0887,"3970236.9110774426","464061.8941945717","3","128.6018779","35.8757165",,,POINT (464061.8941945717 3970236.9110774426)
"12340","8257688117",#0d0887,"3970263.967585103","464169.9410786556","3","128.6030736","35.8759644",,,POINT (464169.9410786556 3970263.9675851027)
"12355","3114874198",#0d0887,"3968647.597573756","464731.1509832156","3","128.6093621","35.8614117",,,POINT (464731.1509832156 3968647.597573756)
"12356","3114874208",#0d0887,"3968712.00571752","464653.4819622472","3","128.608499","35.8619896",,,POINT (464653.48196224717 3968712.00571752)
"12357","3114874216",#0d0887,"3968740.028331733","464701.9965806149","1","128.6090351","35.862244",,,POINT (464701.99658061494 3968740.028331733)
"12358","3114874219",#0d0887,"3968738.220531311","464582.865685076","3","128.6077157","35.8622234",,,POINT (464582.865685076 3968738.220531311)
"12359","3812289426",#0d0887,"3968761.760905668","464545.8706131666","4","128.6073049","35.8624343",,,POINT (464545.8706131666 3968761.760905668)
"12360","3812513841",#0d0887,"3968749.994246356","464542.7626663054","3","128.607271","35.8623281",,,POINT (464542.7626663054 3968749.994246356)
"12361","3114875223",#0d0887,"3971790.76760224","463814.4975051324","3","128.5990667","35.8897168",,,POINT (463814.4975051324 3971790.76760224)
"12362","5624646856",#0d0887,"3971807.264819826","463816.198796292","3","128.5990848","35.8898656",,,POINT (463816.198796292 3971807.264819826)
"12373","3114914355",#0d0887,"3968967.0194102703","464800.96135191055","3","128.6101212","35.8642941",,,POINT (464800.96135191055 3968967.0194102703)
"12374","3874205677",#0d0887,"3968922.4607082014","464777.002816807","3","128.6098578","35.8638915",,,POINT (464777.002816807 3968922.4607082023)
"12375","3874205675",#0d0887,"3968996.838274805","464691.3766507672","4","128.6089061","35.864559",,,POINT (464691.3766507672 3968996.8382748044)
"12376","3874205684",#0d0887,"3969058.295680928","464833.213181394","4","128.6104744","35.8651182",,,POINT (464833.213181394 3969058.295680928)
"12377","3874205679",#0d0887,"3968972.105513268","464599.66671761055","4","128.6078914","35.8643327",,,POINT (464599.66671761055 3968972.105513268)
"12379","3114914362",#0d0887,"3969149.4757402856","464864.588238669","4","128.6108179","35.8659414",,,POINT (464864.58823866904 3969149.4757402856)
"12380","3874205665",#0d0887,"3969137.351966059","464912.1999217753","3","128.6113458","35.8658338",,,POINT (464912.1999217753 3969137.351966059)
"12381","3874205657",#0d0887,"3969160.675823893","464820.6023337141","3","128.6103302","35.8660408",,,POINT (464820.60233371414 3969160.6758238925)
"12382","3874205661",#0d0887,"3969230.793890128","464896.3929091182","4","128.6111666","35.8666757",,,POINT (464896.3929091182 3969230.7938901284)
"12383","3114914366",#0d0887,"3969329.6103070457","465074.7370163441","1","128.6131377","35.867573",,,POINT (465074.7370163441 3969329.6103070457)
"12384","3874205668",#0d0887,"3969308.5732958056","465068.2438863765","3","128.6130667","35.8673831",,,POINT (465068.24388637644 3969308.5732958056)
"12385","3114914373",#0d0887,"3969523.760477571","464900.08563884726","4","128.6111946","35.8693172",,,POINT (464900.08563884726 3969523.760477571)
"12386","3874205255",#0d0887,"3969350.62573505","464890.91994675744","3","128.6111007","35.8677559",,,POINT (464890.91994675744 3969350.62573505)
"12387","3114914371",#0d0887,"3969517.496952704","465044.64130594337","3","128.6127961","35.8692659",,,POINT (465044.64130594337 3969517.496952704)
"12388","3114914376",#0d0887,"3969585.866974779","465024.491267449","3","128.6125699","35.8698816",,,POINT (465024.491267449 3969585.866974779)
"12389","3874636620",#0d0887,"3969423.8355915006","465068.3117697162","3","128.6130624","35.8684223",,,POINT (465068.3117697162 3969423.8355915006)
"12390","3114914378",#0d0887,"3969611.11344899","464906.5447467183","3","128.6112623","35.870105",,,POINT (464906.5447467183 3969611.11344899)
"12393","3114914377",#0d0887,"3969604.827764338","465017.51573509735","3","128.6124918","35.8700523",,,POINT (465017.51573509735 3969604.827764338)
"12394","3114914389",#0d0887,"3969726.462336824","464976.98535645066","3","128.6120375","35.8711475",,,POINT (464976.98535645066 3969726.4623368243)
"12395","3114914384",#0d0887,"3969694.175321311","464912.6797433525","3","128.6113266","35.8708541",,,POINT (464912.6797433525 3969694.175321311)
"12397","3114914385",#0d0887,"3969703.983030255","464817.2244252596","4","128.6102688","35.8709391",,,POINT (464817.2244252596 3969703.983030255)
"12400","3114914390",#0d0887,"3969734.7407738008","464908.9049576703","4","128.611283","35.8712197",,,POINT (464908.90495767025 3969734.7407738008)
"12401","3114914391",#0d0887,"3969744.804301746","464821.630100776","4","128.6103158","35.8713073",,,POINT (464821.630100776 3969744.8043017467)
"12403","3114914395",#0d0887,"3969810.495942334","464950.6875925002","3","128.6117425","35.8719042",,,POINT (464950.6875925002 3969810.495942334)
"12404","3114914396",#0d0887,"3969815.2268895977","464898.94258752576","4","128.6111691","35.871945",,,POINT (464898.94258752576 3969815.2268895977)
"12406","3114914397",#0d0887,"3969824.174111397","464830.18853984633","4","128.6104071","35.8720232",,,POINT (464830.18853984633 3969824.174111397)
"12407","3114914398",#0d0887,"3969837.370480761","464727.9685946221","4","128.6092742","35.8721385",,,POINT (464727.9685946221 3969837.3704807605)
"12410","3114914401",#0d0887,"3969889.106380518","464921.4800074276","3","128.6114155","35.8726119",,,POINT (464921.4800074276 3969889.106380518)
"12411","3114914400",#0d0887,"3969884.6470912","464893.71191071457","3","128.6111081","35.8725707",,,POINT (464893.71191071457 3969884.6470911996)
"12412","3114914402",#0d0887,"3969917.961825527","464841.7923463017","4","128.6105315","35.8728692",,,POINT (464841.7923463017 3969917.961825527)
"12413","3114914403",#0d0887,"3969934.81475566","464732.12242265575","3","128.6093159","35.8730172",,,POINT (464732.12242265575 3969934.8147556596)
"12414","3114914399",#0d0887,"3969839.388292569","464678.2532029316","3","128.6087234","35.8721549",,,POINT (464678.2532029316 3969839.388292569)
"12415","3870699254",#0d0887,"3969977.8090016632","464870.2682996575","4","128.6108443","35.8734098",,,POINT (464870.2682996575 3969977.8090016632)
"12416","5303789635",#0d0887,"3969967.146408108","464834.9830306821","3","128.6104539","35.8733124",,,POINT (464834.9830306821 3969967.1464081076)
"13441","3738923056",#0d0887,"3965462.386782175","464532.86217780417","3","128.6073075","35.8326868",,,POINT (464532.86217780417 3965462.386782175)
"13442","3738923076",#0d0887,"3965469.889641684","464614.6225411875","3","128.6082124","35.8327574",,,POINT (464614.6225411875 3965469.889641684)
"13443","8321485051",#0d0887,"3965147.758032772","464604.4904245645","3","128.6081145","35.8298527",,,POINT (464604.4904245645 3965147.7580327718)
"13447","3738923078",#0d0887,"3965481.592246055","464742.0108827796","3","128.6096223","35.8328675",,,POINT (464742.0108827796 3965481.592246055)
"13448","3738923058",#0d0887,"3965661.708730587","464599.7293525433","3","128.608039","35.8344863",,,POINT (464599.7293525433 3965661.708730587)
"13449","4629883783",#0d0887,"3965666.201483681","464654.97658578935","3","128.6086505","35.8345288",,,POINT (464654.97658578935 3965666.201483681)
"13450","3738923061",#0d0887,"3965601.835254537","464589.1571403394","3","128.6079246","35.8339461",,,POINT (464589.1571403394 3965601.835254537)
"13451","3738923070",#0d0887,"3965590.383639773","464596.0115903221","3","128.608001","35.8338431",,,POINT (464596.0115903221 3965590.3836397734)
"13452","3738923069",#0d0887,"3965475.103317621","464669.90094006434","3","128.6088242","35.8328064",,,POINT (464669.90094006434 3965475.103317621)
