field_1,wkt_geom,field_1_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"312",Point (128.61006660000001034 35.86935330000000022),"1420","3114914374",#0d0887,"3969528.17","464798.2694","3","128.6100666","35.8693533",,,POINT (464798.2694385726 3969528.1699298336)
"313",Point (128.60934520000000703 35.86944179999999704),"1421","3114914375",#0d0887,"3969538.246","464733.183","3","128.6093452","35.8694418",,,POINT (464733.1830382035 3969538.24567593)
"314",Point (128.60991189999998596 35.86846320000000077),"1422","7713250272",#0d0887,"3969429.502","464783.9098","1","128.6099119","35.8684632",,,POINT (464783.9097959163 3969429.5019691484)
"315",Point (128.59720500000000243 35.88433380000000028),"1441","420451129",#0d0887,"3971194.412","463644.0119","3","128.597205","35.8843338",,,POINT (463644.0118510452 3971194.411705213)
"316",Point (128.59449779999999919 35.88489640000000236),"1442","420451412",#0d0887,"3971257.822","463399.9195","4","128.5944978","35.8848964",,,POINT (463399.9194998251 3971257.8218584033)
"318",Point (128.59692359999999667 35.88347799999999665),"1444","5537626648",#0d0887,"3971099.597","463618.2213","3","128.5969236","35.883478",,,POINT (463618.22134547005 3971099.596774342)
"319",Point (128.59243739999999434 35.8853320999999994),"1445","420451409",#0d0887,"3971306.92","463214.1511","4","128.5924374","35.8853321",,,POINT (463214.15108960785 3971306.9202761287)
"320",Point (128.59241860000000202 35.88636809999999855),"1448","8299965107",#0d0887,"3971421.834","463212.9334","3","128.5924186","35.8863681",,,POINT (463212.93337351974 3971421.833622827)
"324",Point (128.59443129999999655 35.88471489999999875),"1452","8254760257",#0d0887,"3971237.716","463393.8337","4","128.5944313","35.8847149",,,POINT (463393.8337416213 3971237.7159857564)
"325",Point (128.59152090000000612 35.8876101000000034),"1454","3969030747",#0d0887,"3971559.926","463132.485","4","128.5915209","35.8876101",,,POINT (463132.48495062283 3971559.9263209715)
"326",Point (128.59898200000000656 35.87884619999999813),"1461","4655177263",#0d0887,"3970585.104","463801.9066","4","128.598982","35.8788462",,,POINT (463801.9065619516 3970585.104498035)
"335",Point (128.59793959999998947 35.90376020000000068),"1523","9901985793",#0d0887,"3973348.789","463719.1814","3","128.5979396","35.9037602",,,POINT (463719.1813598808 3973348.789061297)
"336",Point (128.59658820000001356 35.9071702999999971),"1524","420452852",#0d0887,"3973727.519","463598.7959","3","128.5965882","35.9071703",,,POINT (463598.79589451913 3973727.518658293)
"337",Point (128.58761999999998693 35.90097999999999701),"1716","436666349",#0d0887,"3973044.308","462786.6627","3","128.58762","35.90098",,,POINT (462786.66269647115 3973044.308058717)
"339",Point (128.58741340000000264 35.90022660000000343),"1718","7712487973",#0d0887,"3972960.824","462767.6661","3","128.5874134","35.9002266",,,POINT (462767.6660773159 3972960.824396313)
"340",Point (128.5887644000000023 35.90151740000000302),"1720","5303789707",#0d0887,"3973103.478","462890.1852","3","128.5887644","35.9015174",,,POINT (462890.18524098076 3973103.47781933)
"343",Point (128.59860910000000445 35.84791450000000168),"2053","436784827",#0d0887,"3967154.517","463754.1656","4","128.5986091","35.8479145",,,POINT (463754.16556259064 3967154.5165796783)
"344",Point (128.59861300000000028 35.84801420000000149),"2055","2091863043",#0d0887,"3967165.573","463754.5631","3","128.598613","35.8480142",,,POINT (463754.56310498173 3967165.5731274867)
"345",Point (128.59857059999998796 35.84750929999999869),"2056","1356044222",#0d0887,"3967109.589","463750.5046","3","128.5985706","35.8475093",,,POINT (463750.50456817134 3967109.589034054)
"346",Point (128.60024820000001 35.84781230000000107),"2057","436883321",#0d0887,"3967142.575","463902.1317","4","128.6002482","35.8478123",,,POINT (463902.1317034745 3967142.5752816615)
"349",Point (128.60149730000000545 35.83567589999999825),"2060","1344279273",#0d0887,"3965796.036","464009.4448","3","128.6014973","35.8356759",,,POINT (464009.4447616596 3965796.036189625)
"352",Point (128.60150840000000017 35.83810160000000167),"2063","1344279484",#0d0887,"3966065.072","464011.5428","3","128.6015084","35.8381016",,,POINT (464011.5428089175 3966065.072434298)
"372",Point (128.60677000000001158 35.88197000000000259),"2361","436810719",#0d0887,"3970928.72","464506.2915","3","128.60677","35.88197",,,POINT (464506.29154746456 3970928.719540133)
"374",Point (128.60734780000001365 35.88138370000000066),"2363","913326598",#0d0887,"3970863.481","464558.184","4","128.6073478","35.8813837",,,POINT (464558.1839605614 3970863.481459275)
"375",Point (128.60733559999999898 35.88257029999999759),"2364","4634559496",#0d0887,"3970995.096","464557.6114","3","128.6073356","35.8825703",,,POINT (464557.61141334916 3970995.0955500365)
"377",Point (128.60634619999999018 35.8825647000000032),"2366","4864256180",#0d0887,"3970994.834","464468.304","3","128.6063462","35.8825647",,,POINT (464468.3039654041 3970994.8336214083)
"384",Point (128.60951109999999176 35.88186950000000053),"2440","4663589823",#0d0887,"3970916.581","464753.6653","4","128.6095111","35.8818695",,,POINT (464753.66527831974 3970916.5809435872)
"385",Point (128.61890329999999949 35.87226869999999934),"2643","436828296",#0d0887,"3969848.381","465597.2777","4","128.6189033","35.8722687",,,POINT (465597.2777450079 3969848.380527109)
"386",Point (128.61938499999999408 35.87138379999999671),"2644","4836086075",#0d0887,"3969750.064","465640.3804","3","128.619385","35.8713838",,,POINT (465640.38037199946 3969750.064217304)
"387",Point (128.61865080000001171 35.87273179999999684),"2645","4185233927",#0d0887,"3969899.833","465574.6841","3","128.6186508","35.8727318",,,POINT (465574.68405106256 3969899.8332250393)
