x,y
128.61441813109383,35.867124615015875
128.61434284691484,35.866903783771264
128.6141568969672,35.866438278433
128.61404811139914,35.86617566562086
128.6139518835124,35.8659906922484
128.6138576629645,35.86580492122828
128.61367179272145,35.865511103904566
128.6134508633545,35.865175578662274
128.61334360852666,35.86501798458391
128.61315975962003,35.86486066562933
128.61279602583357,35.864566388844416
128.61248486791015,35.86430292443722
128.61209752250878,35.86399240342218
128.61170133276403,35.86367140568174
128.61116251336063,35.86323546781115
128.6106999137848,35.86285942932481
128.61030974747885,35.862531147836414
128.61009783757237,35.86233405945505
128.60987331337608,35.86210421628842
128.609597387936,35.86177193058333
128.60947570083448,35.86161385310011
128.60941368720802,35.86153992975753
128.60934907179694,35.861454461566
128.6092882531482,35.861367084833226
128.60911040852488,35.86114238438011
128.60903544735763,35.861030693129294
128.60898080831822,35.86095436822655
128.60882071733894,35.86067928281815
128.60870679333408,35.86045158094631
128.6084981669873,35.85994223572396
128.60838844170385,35.85958593019876
128.6083409643098,35.85942233439538
128.6082993388646,35.859176456697085
128.6082531934972,35.85877373621055
128.60820638587543,35.85826754947332
128.60817977590926,35.85800807464474
128.60816182688686,35.85795660051802
128.60811017492642,35.857789123081396
128.60807773818019,35.8576202224293
128.60806148963505,35.85744153295024
128.60806746269134,35.85731432328623
128.60808321823927,35.857170174991644
128.6081918521357,35.856667255061865
128.60831339221366,35.856142295349166
128.60844813043434,35.85552846928822
128.60847667718105,35.85539394337853
128.60851669066295,35.8550960494581
128.6085233569148,35.85503507476104
128.60853597154912,35.85495272321752
128.6085490656762,35.854807133433816
128.6085542735083,35.85475197464789
128.6085660504651,35.85464414184241
128.60862475440348,35.85395330049347
128.6086515446289,35.85357956819833
128.60868716173718,35.853373885111296
128.6086909243101,35.85335158178337
128.60869444341787,35.853326745506756
128.60869609387026,35.85329511786997
128.60869453434233,35.85324753514209
128.6086898915103,35.85319229954941
128.60868548712475,35.853140031504324
128.60868189295118,35.85307834726983
128.60867784640564,35.85300326096596
128.60866572286156,35.85288637339118
128.60863672496313,35.85270938284602
128.60858635826233,35.85246539415528
128.6085104765942,35.85216695021748
128.60846132825662,35.85197733791076
128.60829873356334,35.851391015009774
128.60817965635522,35.8510053156427
128.60812513113663,35.850855583816966
128.60806140223323,35.850673431872934
128.60796617886453,35.85043248725995
128.60781367223316,35.85008987670985
128.6077760192343,35.85000056518216
128.60759582550804,35.84957323541031
128.6074958629075,35.849337844404616
128.60734828892762,35.849046250470735
128.60722918909858,35.84877206098109
128.6071478254967,35.84858158725241
128.607087160764,35.848454347759095
128.60706375645077,35.84840326081562
128.60703189681377,35.8482934103012
128.60699089990553,35.84817578953562
128.60697589182323,35.848101289132636
128.60695254320322,35.84799651351561
128.6069363051687,35.84791079635859
128.60692411053293,35.847800012727355
128.60692396587226,35.847798209128925
128.6069170303779,35.8477613070961
128.60691409095566,35.847692748594966
128.60690228919574,35.8476303068075
128.6068926086464,35.84720306544206
128.60694158198547,35.8469963977089
128.60706841879937,35.84654693536761
128.60719464878363,35.84611286455902
128.6073114230918,35.84568117792636
128.60735657564666,35.84568551665396
128.60739577644947,35.845493695571975
128.60745723330035,35.84517232190939
128.60752277007836,35.84482490407071
128.60753452794842,35.844748328608446
128.60752999406697,35.84470894679167
128.60758090562922,35.84441811606586
128.60766842506976,35.843929240161415
128.60772582263593,35.84364035102827
128.60777330592927,35.843362344989025
128.6077944232092,35.84317389820681
128.60779758014732,35.84297779683117
128.6078003719754,35.842786334660914
128.60779981473158,35.84259370968996
128.6077931485985,35.84240529904981
128.60778298432032,35.842264400658614
128.607761995686,35.84208498262691
128.6077410004573,35.84196766983741
128.60770873959035,35.841782006884095
128.6076644989305,35.84153937086932
128.60762957465118,35.84137761849046
128.60754379496092,35.84101537783511
128.60752931195975,35.84096471535517
128.60737953675175,35.84037722595011
128.60717375922368,35.83954685134541
128.6067949313084,35.83802350611304
128.60678878880094,35.837998820127396
128.60678042256845,35.83796517503118
128.60655372509555,35.83706541599625
128.6065056485359,35.83688317986979
128.6064857401856,35.836822199170555
128.60646869498808,35.83679310392151
128.6064192622617,35.836652391926414
128.60640814731482,35.836630636707014
128.60640605448705,35.83661754360508
128.60640137795318,35.836593960232875
128.60638909334693,35.83654649591486
128.60637676152035,35.83648653993563
128.6063628007577,35.83642457042894
128.60635049170568,35.836366570633416
128.60633436043128,35.8362937229787
128.60631214386333,35.83620267824462
128.60629316470786,35.836130289552166
128.60627583001698,35.8360481109404
128.60626002364495,35.83596085506171
128.60624731126248,35.83589468717073
128.60624179421927,35.835853301995606
128.60624806235182,35.835850537791785
128.60623194390809,35.83570315755134
128.606223401358,35.835523914746226
128.60648678229873,35.8343765029773
128.606522727868,35.83408328926335
128.6065618235788,35.83352900346884
128.60658511862428,35.8332378842257
128.60664879690174,35.832790135439154
128.60670528268665,35.832481425662394
128.60675754176089,35.832183290477865
128.60683270399215,35.83185321819833
128.6069282187663,35.83145522190879
128.6069837922743,35.83126349138328
128.60707321214468,35.83100161910816
128.6072712860806,35.83037913967673
128.6074422057736,35.82983101528126
128.60756745386522,35.82941053881611
128.60765734064282,35.82917425362975
128.6077067479951,35.828883526234634
128.60772425667358,35.82888329633242
128.6077232936072,35.82885876997409
128.60770338489493,35.82885152096306
128.60755849191045,35.82885694228633
128.60751901589524,35.82885920298765
128.6074800532197,35.828860642126024
128.60747298780555,35.828859367508045
128.60746845087164,35.828857288832324
128.60746342556948,35.82885272993902
128.60746345999945,35.8288481965444
128.6074619976881,35.828841594323485
128.60746204819083,35.8288358274375
128.60746580495464,35.828825899025134
128.60750731966533,35.828710628001794
128.60752861314006,35.82861166874075
128.607619530533,35.82837981157279
128.60781486227378,35.827873323084205
128.60804218099992,35.82728956537065
128.6082818802514,35.826676206382544
128.6085448720758,35.82599705926956
128.60875141953323,35.82547827652519
128.60883994201416,35.82529089494193
128.60887465790123,35.82523450077163
128.6089478043537,35.82511563762514
128.6089839923512,35.8250568497024
128.60902856721373,35.82500061154283
128.60916285787707,35.82483123539987
128.60926329396887,35.824610546044326
128.6092774494832,35.8245676666842
128.60929116915463,35.82452528901013
128.60934079460947,35.82439131607571
128.60937802800765,35.824243191107975
128.6093977313197,35.824124712798216
128.60941068296196,35.82400854711951
128.60941790845524,35.82394753808412
128.60944229916342,35.82384356598528
128.60948038941484,35.8237083579349
128.60955131342024,35.82349583848318
128.6096023139933,35.82334938946654
128.60971229045816,35.823076125985914
128.60987346155008,35.82265695240759
128.61003336151973,35.82221927214487
128.61022105394247,35.82179589524045
128.6105087456044,35.82117344038494
128.61075461484702,35.82067119146899
128.61101149150306,35.820146106356916
128.6112258570748,35.81971532462042
128.61133930565703,35.819514955289435
128.61147752110787,35.81930048710043
128.61165558618686,35.819019186614305
128.61190610326997,35.818691325824
128.61216667911953,35.818345121901295
128.61246570335635,35.817932923811775
128.61269489449492,35.81762696490808
128.61290103313252,35.81733241288476
128.6129371033295,35.817283242769626
128.61300176712479,35.8171815493894
128.61302678972598,35.817131240990946
128.61303753914808,35.817105794769134
128.61312433385646,35.81694443437316
128.61324681983777,35.816684620300634
128.61335709459937,35.816429951764015
128.61346253298578,35.81618078060809
128.61346959631007,35.816162638737254
128.61350240564124,35.81607612325771
128.61356132216173,35.815953766585736
128.61365394995204,35.81578065841922
128.61373196502242,35.81565184077657
128.61376141565788,35.81559925169574
128.61376808417995,35.815595170713316
128.6138785459618,35.81540736023252
128.61397521795413,35.815257135801865
128.61408758785515,35.81509552504132
128.61418098822162,35.81496217386288
128.61418900652865,35.8148221148656
128.61419345551255,35.814779919907764
128.6142105609665,35.81470542705497
128.61423202548656,35.814639660638655
128.61425990188656,35.81459122242084
128.6143173246193,35.814483634279945
128.61445258674237,35.81425100358631
128.61453253878773,35.81411730800457
128.6145905134236,35.8140471964078
128.61470739057395,35.813918419850445
128.6148093551052,35.81380402266256
128.6149161123474,35.81370246794858
128.6150905387842,35.8135439013138
128.61531871462046,35.813334405583994
128.61544639853324,35.8132190317247
128.61549131014314,35.81319018488551
128.6155109026529,35.813175695171104
128.61555305252315,35.813126983542126
128.61555566074082,35.813124324953336
128.61557288026899,35.81310873930772
128.6155761627556,35.81310474915529
128.61566592937362,35.81301660271923
128.6157065574478,35.812954385245064
128.61579677847823,35.812791467442636
128.61586717111066,35.81264612670298
128.61592773103195,35.81250875691391
128.6160448752002,35.812268396692566
128.61611808437723,35.81212554322266
128.6161956595996,35.81198923782474
128.61631271279333,35.81180179302769
128.6164046227961,35.81166830249313
128.6165065042381,35.811531742288764
128.61668912663012,35.81128700465344
128.61722834852395,35.810585591959956
128.61755816806573,35.81014892568233
128.61794866533333,35.809633376736926
128.61829053154435,35.80917738218346
128.6186842630906,35.80866077838133
128.61890581094693,35.80836548299136
128.6191888924599,35.80798955320199
128.6194855299323,35.80759898665502
128.6196060197777,35.807443844097754
128.6197029010285,35.807325411419654
128.61983424499385,35.80718585121765
128.620041512559,35.80698662629371
128.6203064793707,35.8067583719136
128.62034572939817,35.80672239053902
128.6205527065055,35.806564904666125
128.6207610075278,35.80640591670491
128.620818203451,35.80637914958082
128.62092991137592,35.80642446482345
128.62096529995287,35.80639915235645
128.62101364599545,35.80634418726162
128.62095589792324,35.8063056680261
128.6209412086388,35.806285804605515
128.62094056917212,35.80627148824895
128.62094372367145,35.80626378468091
128.6209470687983,35.8062603527706
128.62113495871765,35.806116745931
128.62129440843148,35.80600730307213
128.621459184514,35.80591320730207
128.62157056940845,35.80586787584808
128.62163929577468,35.80584431672443
128.62214310421828,35.805704020644995
128.62241673784715,35.80563827323887
128.62256151791618,35.805590005486145
128.62263794547997,35.805558331886076
128.6227332688038,35.805525015805834
128.62290451299,35.8054897787716
128.62324028151647,35.80547469782971
128.62329182772717,35.80547454434037
128.62339006655193,35.80547396890784
128.62362715532527,35.80544467169967
128.62363549555724,35.80544292223317
128.6236442117414,35.8054386340413
128.62367163596633,35.80542267597633
128.623701100917,35.805405923479825
128.6237088003934,35.805401271537995
128.62371727947823,35.80539570893623
128.6237244621904,35.805390513670474
128.62374797699596,35.805371076016414
128.62375457439742,35.805365814095
128.62376084603042,35.805361310733005
128.62376885494004,35.80535678391742
128.6237997351081,35.80534480369251
128.62380758088344,35.80534205268624
128.62382444581726,35.80533672362234
128.62383218143796,35.80533400970705
128.6238405625226,35.80533044769181
128.6238474511404,35.80532653178924
128.6238543312255,35.80531949653904
128.62385858776307,35.80531320887437
128.62386316279049,35.80530737442556
128.6238684323519,35.80530197525179
128.6238911993622,35.805281154342644
128.62389920190714,35.805273663220675
128.62390584570167,35.80526792482911
128.62392208728718,35.80525574605275
128.62392850258018,35.80525138558988
128.62393600405784,35.805246822035436
128.62394477813837,35.805242089708955
128.623970682534,35.80523169944848
128.62400143769847,35.805220593059296
128.62403211728656,35.805208836436506
128.62406324953326,35.805197001644615
128.62407122060847,35.80519371932733
128.62407917147078,35.80518978806922
128.62412352296494,35.805155191263225
128.62413174527555,35.80515026032848
128.62415737949607,35.80513154025852
128.62418383591597,35.80511194879147
128.62420947576203,35.80509457199499
128.62424071969377,35.80507339045395
128.62425530633718,35.80506299959415
128.62426192552954,35.80505787447973
128.62428554960212,35.80503803900938
128.62429266026564,35.805031977074904
128.62429930432396,35.80502578967818
128.62430497708618,35.805019633003106
128.6243129292318,35.80500825656499
128.62433943672397,35.80499904704919
128.62434806570997,35.80499690174903
128.62436609496132,35.80499330895943
128.62437524270138,35.80499122011193
128.62438432639178,35.80498867025972
128.62439373676116,35.804985113003944
128.6244221441096,35.80496715851646
128.62442865978707,35.80496269971877
128.6244443510502,35.80495278895703
128.6244728172742,35.8049361862597
128.6244812923524,35.804931445872505
128.62449610617233,35.804922100481235
128.6245181736651,35.804906947848146
128.6245431964619,35.804888361438984
128.62454921468813,35.80488394515424
128.62455823946289,35.80487784546342
128.6245646871474,35.804873746118744
128.62457185338664,35.80486958776067
128.62457861591625,35.80486662505242
128.6245878652731,35.80486389512459
128.62461640028812,35.80485672936903
128.62462556263932,35.80485410844048
128.62463559408317,35.80485017390925
128.62464411159635,35.804845775709666
128.624653670392,35.8048384611107
128.62467567307,35.804815889146624
128.62468226353488,35.804809357831196
128.62469338046463,35.80479559505848
128.62469757143106,35.804786704248045
128.62469928204973,35.80477835414417
128.6246999220445,35.804771624258436
128.62470401055924,35.80476331681958
128.62470547321462,35.804762655808574
128.62471894043807,35.804762363917966
128.6247373817928,35.80476272870935
128.62474488904707,35.80476376198802
128.62475235882306,35.804765433927365
128.624761464175,35.80476787673056
128.62478196712746,35.8047698702927
128.62479348678303,35.8047669315802
128.62480348786562,35.80476225803296
128.6248299443319,35.8047428467382
128.62485483099283,35.80472293442977
128.62486085069463,35.80471799700917
128.62486712307805,35.80471355488961
128.62487436781808,35.80470931463788
128.62488600121813,35.80470125754949
128.62498994733468,35.8046297154427
128.62499491362533,35.80462322455402
128.62499999972863,35.8046173816732
128.62500003234052,35.80410064736574
128.62490114153348,35.80418012646644
128.62477703366318,35.80424761256118
128.62461741010426,35.80431979979752
128.62434824578102,35.804408985414746
128.62434633837367,35.80440997153961
128.62433707962447,35.8044190990672
128.62432406618194,35.80443100969258
128.6243068518783,35.80444027473516
128.62427283074896,35.804456777882166
128.6241860736622,35.80449372952595
