name,month,H_M_10,H_M_20,H_M_30,H_M_40,H_M_50,H_M_60,H_M_70,H_W_10,H_W_20,H_W_30,H_W_40,H_W_50,H_W_60,H_W_70,W_M_10,W_M_20,W_M_30,W_M_40,W_M_50,W_M_60,W_M_70,W_W_10,W_W_20,W_W_30,W_W_40,W_W_50,W_W_60,W_W_70,V_M_10,V_M_20,V_M_30,V_M_40,V_M_50,V_M_60,V_M_70,V_W_10,V_W_20,V_W_30,V_W_40,V_W_50,V_W_60,V_W_70
가창,1,0.8778317056328303,0.7832948604123513,0.5868501529051989,0.6962710861201539,0.8827828746177363,0.7689197987570294,0.48270987471638593,0.7106491072309364,0.5719295649600475,0.4904054453980468,0.7408464042616157,0.9788862582618125,0.8179066785044886,0.6375397060274247,0.027392719739567944,0.19149551149255215,0.4435898194732167,0.6683160698431485,0.7382144618723482,0.3886041235079409,0.0882036105356614,0.03359771135444411,0.12609154582223542,0.2048988852717768,0.3181513268225311,0.4043661832889414,0.1515537141166024,0.052792739469271,0.25236460491269597,0.3145230344283319,0.4199713919305514,0.507916543356023,0.5329002663509915,0.32428134556574917,0.12443523724967949,0.27119167406530503,0.21879846108316073,0.26238532110091745,0.35813159711946324,0.3847449935878467,0.2334635493735818,0.12817598895136634
가창,2,0.9059242424242429,0.8074448051948049,0.5638452380952377,0.728164502164502,0.9125508658008659,0.7618722943722944,0.47785173160173194,0.7427857142857142,0.5601374458874462,0.49515909090909066,0.7543712121212124,0.996247835497835,0.8231688311688313,0.6392088744588743,0.027845238095238138,0.20364718614718608,0.4481677489177488,0.6791374458874457,0.7564805194805193,0.392680735930736,0.08880735930735935,0.07133333333333335,0.1325313852813852,0.2115551948051948,0.3245151515151515,0.40758116883116885,0.13847727272727275,0.04521536796536795,0.267375541125541,0.33339502164502166,0.4412673160173161,0.5355194805194801,0.5496731601731605,0.3308766233766234,0.1369945887445888,0.28690151515151546,0.23040259740259736,0.2896958874458876,0.3882337662337664,0.3927456709956709,0.24193290043290044,0.13509956709956716
가창,3,0.7626441983630239,0.7601974000962928,0.5388753009147811,0.6738025999037071,0.8395252768415992,0.6605893115069814,0.40902359171882524,0.6375792007703416,0.5081916225324993,0.49462879152624,0.7221733269138183,0.9069350024073185,0.7109321136254212,0.5827799711121808,0.03048916706788638,0.2164448724121328,0.5067443428021186,0.763063071738084,0.8452623976889743,0.41052190659605203,0.0948281174771305,0.26771689937409626,0.13988830043331735,0.2424622051035147,0.36541068849301905,0.46014443909484826,0.15973326913817998,0.054852190659605206,0.21873760231102557,0.2967636013480981,0.39951372171401034,0.5201829561868081,0.540525758305248,0.32422628791526226,0.13580645161290333,0.2526827154549831,0.22080693307655275,0.2753846894559463,0.37468753009147804,0.38364275397207503,0.23562831006259027,0.1346210881078479
가창,4,0.7867123015873018,0.7686974206349203,0.548394841269842,0.6983809523809525,0.8656250000000008,0.6735188492063495,0.4094970238095237,0.6459166666666668,0.5142827380952385,0.48674007936507946,0.7387212301587304,0.9309484126984137,0.7206240079365079,0.5928978174603176,0.048670634920634906,0.2199077380952381,0.5444702380952376,0.7840982142857142,0.8886765873015874,0.428686507936508,0.09025198412698411,0.27931845238095215,0.1533561507936507,0.2511914682539681,0.3865307539682538,0.477986111111111,0.16379861111111113,0.0495218253968254,0.2235009920634921,0.3277450396825396,0.44349007936507945,0.5749384920634919,0.5902271825396823,0.3547738095238095,0.14452876984126994,0.2576428571428573,0.23260615079365082,0.28700198412698413,0.39510813492063496,0.41459325396825414,0.24949503968253972,0.1417222222222223
가창,5,0.8076156237854634,0.7976506024096389,0.5578371550719003,0.7052934317916824,0.9125855033035366,0.7184852312475711,0.4248357947920714,0.6704430625728728,0.5294005052467935,0.49446171783909815,0.7557384376214533,0.9539001165954132,0.7588408472600076,0.6004799844539452,0.03056451612903225,0.20302662261951046,0.4993266614846484,0.723095608239409,0.8352477652545666,0.4066303925378937,0.087863389040031,0.24781869413136406,0.1391439953361836,0.2390215701515739,0.35675864749319874,0.46660707345511093,0.15539059463661087,0.04781772250291483,0.25991935483870954,0.36144189661873294,0.466844150796735,0.5746414691022151,0.5869801787796349,0.35610765643218045,0.14533326855810338,0.28813835989117764,0.2578497862417413,0.31602895452778845,0.42717158958414275,0.4320958025650992,0.2661989895064128,0.14294597745822
가창,6,0.7625961732124868,0.7735458207452166,0.5411963746223567,0.6950936555891236,0.8661681772406847,0.6834984894259817,0.4122356495468282,0.6369214501510573,0.4991933534743206,0.47847331319234615,0.709991943605237,0.936657603222558,0.716739174219537,0.591110775427996,0.04756495468277946,0.2180956696878147,0.519517623363545,0.7480855991943608,0.8399486404833829,0.4057049345417927,0.09412588116817726,0.2759164149043301,0.14110070493454185,0.2590191339375629,0.3590694864048339,0.4678177240684792,0.1592638469284997,0.054208459214501514,0.21860422960725068,0.34432124874118814,0.4501178247734137,0.5559879154078551,0.5703051359516619,0.3405961732124873,0.13252769385699903,0.25849748237663633,0.25370392749244713,0.3149748237663647,0.40989425981873134,0.44942195367573,0.27763041289023166,0.13823162134944617
가창,7,0.8424052236624104,0.7864759770002921,0.5637052918818827,0.7010115973102036,0.8930026313224837,0.7200516518857806,0.4396286911607055,0.6766163141993956,0.5160832277555795,0.49294123379787536,0.7399746613390503,0.9599736867751681,0.740538933827112,0.6015271416041323,0.027004190624695446,0.23753727706851196,0.5058561543709196,0.7412279504921548,0.8327726342461754,0.4082896403859276,0.09345872721956926,0.14523730630542855,0.14775850306987637,0.2574583373940164,0.3554760744566803,0.45650423935288975,0.1615963356398012,0.05936360978462138,0.23579378228242853,0.35074359224247154,0.429443524023,0.5392174252022219,0.5771367313127376,0.359538056719618,0.1394912776532502,0.28964428418282834,0.24928564467400843,0.2852519247636681,0.38422083617581154,0.4333495760647113,0.2791443329110223,0.1405106714745152
가창,8,0.8540214398111722,0.7793292682926833,0.5678629032258069,0.7103766719118799,0.9002675059008651,0.7384933123524788,0.45367722265932364,0.6969669551534229,0.5272688827694731,0.4932415420928402,0.763444138473643,0.9776475216365064,0.7696429976396539,0.6086447678992923,0.02258752950432733,0.2028648701809598,0.44109559402045617,0.6607287568843435,0.7481510621557829,0.3714417781274588,0.07531963021243111,0.1552852084972462,0.12891227380015743,0.22713512981904024,0.3138129425649096,0.40439221085759225,0.1447915027537372,0.04156963021243118,0.2317053501180172,0.34386605035405193,0.41714791502753734,0.51036487018096,0.5288867033831631,0.31409618410700235,0.12549075531077902,0.2504828874901651,0.2305645161290321,0.2768656569630212,0.3626612903225806,0.37485051140833997,0.2326130999213217,0.12071007081038553
가창,9,0.793565040650406,0.7668191056910569,0.5652560975609762,0.704307926829268,0.8941707317073173,0.7380091463414633,0.44092987804878064,0.6383729674796748,0.5226026422764225,0.4953526422764232,0.7360426829268295,0.9646453252032514,0.7722997967479679,0.6162337398373988,0.028714430894308925,0.19099695121951213,0.453861788617886,0.6517855691056911,0.7430426829268298,0.36887093495934964,0.08219004065040644,0.20098882113821123,0.126295731707317,0.236236788617886,0.3248150406504064,0.4071443089430893,0.1467083333333333,0.04161991869918703,0.2461300813008129,0.36021646341463404,0.42448983739837387,0.5231219512195125,0.509780487804878,0.3068323170731709,0.12221036585365848,0.2533313008130081,0.2498963414634145,0.29933028455284555,0.3810619918699188,0.36969613821138214,0.23311686991869918,0.11922662601626006
가창,10,0.7916904000774971,0.750360360360361,0.5577002809260876,0.7012728857890148,0.8683502857696401,0.7124769931221545,0.44172721108204993,0.6511324227453262,0.5197093868061612,0.494408602150538,0.7252455681487946,0.9502518647679933,0.7621137266298554,0.5989838225322103,0.027095805482902253,0.19845490651942266,0.4541664244890054,0.6832461493751818,0.7866782911944198,0.3869795602053666,0.08067325389906024,0.17185411217669305,0.13347573379831443,0.2238351254480287,0.3305279473021408,0.42620749782040107,0.15304175142884804,0.04408311537343793,0.24971713649133,0.3921127579192095,0.46221544124769937,0.5595582679453649,0.5606286932093381,0.3456291775646611,0.13522910006780978,0.25990990990990986,0.2792666860408797,0.306334398915044,0.40427104523878726,0.4091824082146663,0.25946139688075176,0.12558849171752398
